ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r,b,交换,空闲,缓冲,缓存,si,so,bi,bo,in,cs,us,sy,id,wa,st,min,max,avg,samples/s
0.86,3.624,20.224,9701.376,254.349,1.61,294.728,13.39,11.67,0.5,973328.67,1697456.0,3426.0,262452.0,19718.83,25451.67,62680.33,25594.0,8685.33,12388.5,24.83,58.83,14.17,1.5,0.0,0,8,0.59,93
0.89,2.264,31.626,8852.48,275.877,2.03,321.82,10.5,13.67,0.33,1054831.33,136086.67,2135.33,255838.0,316.33,89211.0,33783.33,89392.17,7999.17,7347.67,17.0,68.0,14.17,0.83,0.0,0,16,1.35,74
0.93,2.763,11.99,14986.24,318.303,0.93,359.645,12.97,9.17,0.33,1409794.0,692973.33,3950.0,249992.67,373.67,119622.0,17288.5,119764.5,8786.17,7453.17,27.17,57.5,14.83,0.33,0.0,0,8,0.32,97
0.77,2.855,6.076,1454.08,249.897,1.28,285.636,14.68,10.33,0.33,934485.33,6379874.0,4633.33,311138.67,8469.17,186.17,16324.83,319.17,5943.17,10585.5,54.17,31.83,14.17,0.0,0.0,0,2,0.34,96
1.23,2.229,3.914,13715.456,435.354,0.71,519.647,9.71,9.17,0.0,890504.0,6149470.67,4896.0,323556.67,151.83,164.33,519.17,303.5,4078.83,7563.17,54.67,31.67,14.0,0.0,0.0,0,1,0.09,97
1.2,1.908,8.909,9224.192,375.076,0.87,577.538,8.28,8.83,0.33,914364.67,5627764.67,5319.33,342428.67,1691.83,21604.17,2691.83,21782.67,4026.17,6129.83,56.17,29.5,14.17,0.0,0.0,0,2,0.34,93
1.28,2.275,2.622,10372.096,409.074,0.75,660.82,7.64,8.83,0.17,878822.67,5237050.0,5793.33,350419.33,147.83,165.0,375.5,269.5,4163.83,7677.67,56.83,29.17,14.0,0.0,0.0,0,7,0.35,96
1.23,1.631,3.494,10354.688,387.401,0.81,555.381,9.1,8.5,0.17,872158.67,4945048.67,6063.33,352711.33,128.5,165.67,173.83,316.0,3061.5,5567.33,55.33,30.67,14.0,0.0,0.0,0,1,0.09,98
1.1,2.119,10.865,10576.896,324.944,0.96,460.834,10.13,9.67,0.0,919632.0,4479495.33,6456.67,355468.67,768.5,33970.17,1797.17,34152.67,4682.17,7724.83,47.67,38.33,14.17,0.0,0.0,0,1,0.13,97
1.19,1.693,2.66,18445.312,367.0,0.89,620.863,8.99,8.67,0.0,864710.67,3941665.33,6794.0,356991.33,91.83,166.67,157.83,363.17,3211.0,6114.67,54.33,31.67,14.17,0.0,0.0,0,4,0.2,97
0.96,2.464,15.057,13769.728,291.655,0.96,330.014,12.47,9.17,0.0,1436368.67,3734250.67,7154.0,356270.0,35.83,119241.0,60.5,119417.33,5332.0,8610.17,40.83,45.33,14.17,0.0,0.0,0,5,0.45,93
0.88,14.995,11.614,15604.736,278.907,1.07,325.429,12.2,8.83,0.0,1421735.33,3317270.67,7484.67,357519.33,65.17,127414.17,127.17,127563.33,14284.33,46948.67,33.17,52.83,14.33,0.0,0.0,0,2,0.25,96
0.77,15.4,4.115,26850.304,226.598,1.31,276.268,16.09,9.5,0.0,860568.67,5408336.0,7813.33,355153.33,53.17,169.33,77.0,325.83,22908.33,51277.67,31.17,55.0,14.0,0.0,0.0,0,1,0.29,98
0.79,10.832,6.368,12942.336,187.845,1.25,236.631,14.57,9.33,0.0,860346.0,3546666.67,8153.33,359113.33,80.5,169.33,117.0,351.0,14564.67,38207.17,34.67,51.17,14.17,0.17,0.0,0,2,0.22,97
0.85,15.544,4.204,20378.624,269.072,1.12,335.136,14.05,8.67,0.0,860089.33,2299175.33,8507.33,357884.0,80.5,169.17,145.0,328.33,20832.0,52027.67,32.0,53.83,14.5,0.0,0.0,0,1,0.11,98
0.82,15.694,4.535,22935.552,255.686,1.12,315.826,14.88,8.0,0.0,859904.67,3415329.33,8818.67,357786.0,57.83,169.17,81.67,323.0,23078.33,50246.17,27.17,58.5,14.5,0.0,0.0,0,1,0.14,98
0.78,16.392,4.786,31640.576,238.326,1.29,289.265,16.55,9.0,0.0,859618.0,3515946.67,9201.33,360153.33,57.17,169.0,111.0,347.5,20495.0,53774.83,32.67,52.83,14.33,0.0,0.0,0,5,0.28,95
0.8,12.418,7.531,31582.208,221.041,1.19,277.297,15.11,9.83,0.17,859656.0,1759945.33,9504.67,358629.33,63.83,316.33,137.67,442.17,16058.33,36848.83,33.0,52.83,14.0,0.0,0.0,0,1,0.26,97
0.82,17.148,7.118,29239.296,269.746,1.16,328.558,15.37,8.0,0.0,860244.0,2060359.33,9960.0,361995.33,91.83,169.0,115.67,316.0,20000.67,57599.17,32.17,53.33,14.5,0.0,0.0,0,3,0.22,97
0.62,17.746,4.415,1036.288,184.125,1.48,228.311,16.26,10.0,0.0,859127.33,6300823.33,10278.67,361974.0,75.17,190.33,99.0,292.0,26995.83,58729.17,31.67,54.5,13.83,0.0,0.0,0,2,0.19,98
1.18,2.336,5.492,16653.312,433.116,0.74,510.345,10.53,9.5,0.17,878856.0,6130416.0,10597.33,362238.67,39.0,2792.33,62.83,2916.83,4520.67,8193.0,48.67,37.5,14.0,0.0,0.0,0,2,0.15,97
1.25,1.337,4.699,8471.552,435.409,0.72,671.526,8.6,9.0,0.0,859508.0,5514934.0,10896.0,364270.67,32.33,170.17,56.17,312.67,2752.33,4765.83,54.5,31.83,13.83,0.0,0.0,0,1,0.27,97
1.26,2.024,4.451,11902.976,435.515,0.72,648.103,8.51,9.83,0.17,859108.0,5318626.0,11196.67,365711.33,33.67,170.67,72.17,318.33,3508.5,7257.33,53.0,33.5,13.83,0.0,0.0,0,4,0.31,96
0.86,15.094,9.404,10389.504,234.105,1.24,349.536,11.11,9.83,0.0,1263599.33,4709056.0,11594.0,363769.33,49.67,63069.17,155.5,63267.0,21305.67,50044.83,30.5,55.0,14.67,0.0,0.0,0,1,0.15,98
1.13,1.541,4.952,14812.16,334.093,0.94,544.754,10.07,10.33,0.0,858416.0,4384723.33,11924.0,363486.0,44.33,172.33,77.5,288.83,3048.33,5525.83,50.0,35.83,14.17,0.0,0.0,0,4,0.31,94
1.14,2.531,4.785,15864.832,320.446,0.95,572.846,9.21,11.0,0.0,858652.0,3807840.67,12213.33,362369.33,29.67,173.0,68.17,315.5,4552.17,8630.83,50.0,36.33,13.83,0.0,0.0,0,1,0.15,97
0.98,2.362,15.37,13343.744,339.786,0.86,373.16,12.46,10.0,0.0,1522095.33,4004025.33,12485.33,362422.67,36.33,146839.17,60.17,146941.0,5078.5,7838.0,36.5,49.33,14.5,0.0,0.0,0,3,0.35,96
1.08,1.54,17.736,726.216,330.272,0.86,433.946,9.97,10.0,0.0,1465423.33,2546560.0,12737.33,364049.33,35.67,130577.17,59.33,130741.67,3844.17,5446.83,42.33,43.67,14.0,0.0,0.0,0,7,0.48,95
0.96,1.929,4.453,32819.2,366.485,0.9,398.903,14.94,9.5,0.17,856667.33,4922145.33,13024.0,362876.0,45.67,177.0,69.33,284.17,3368.33,6468.67,45.0,41.0,13.83,0.0,0.0,0,1,0.11,98
0.77,15.485,4.372,22555.648,204.733,1.32,253.272,14.86,9.5,0.0,856488.67,4669025.33,13337.33,365474.67,36.33,177.0,72.0,338.67,23249.33,52625.17,27.67,57.83,14.5,0.0,0.0,0,1,0.06,99
0.76,16.874,4.827,25048.064,213.285,1.22,259.274,16.31,8.5,0.17,856231.33,4771959.33,13608.0,363245.33,59.67,176.83,83.33,302.67,21466.67,57493.67,29.67,55.0,15.33,0.0,0.0,0,1,0.13,97
1.0,1.57,8.358,28542.976,387.893,0.84,431.436,14.45,9.67,0.0,856094.67,3270113.33,13886.67,363252.0,27.67,176.83,51.33,322.5,3208.0,5578.0,43.67,42.67,13.83,0.0,0.0,0,1,0.23,97
0.95,2.999,20.004,5806.08,311.054,1.33,370.254,11.04,13.83,0.83,907109.33,904820.67,5243.33,217748.0,2361.0,23064.0,44309.67,23222.5,6542.33,9286.0,28.83,57.17,13.83,0.0,0.0,0,54,0.86,91
0.92,2.949,19.399,8381.44,313.399,1.21,347.668,12.05,12.0,0.33,1021100.67,1169334.0,4351.33,263245.33,1482.33,35520.83,32853.5,35668.5,7306.33,10566.67,26.17,59.67,13.83,0.33,0.0,0,18,0.36,96
0.95,2.208,5.705,35390.464,353.708,0.9,388.878,15.21,9.33,0.5,997440.0,2218947.33,8290.0,351006.67,501.0,177.5,16665.33,318.67,4397.67,7826.17,40.67,45.33,14.0,0.0,0.0,0,3,0.14,97
0.67,2.437,7.158,668.404,314.408,0.72,309.978,17.34,6.67,0.0,995690.67,6433201.33,9174.67,378199.33,406.33,224.67,652.0,357.83,4556.83,8534.83,41.67,43.17,15.0,0.0,0.0,0,1,0.15,97
1.12,2.141,9.986,17346.56,417.235,0.59,519.803,10.89,7.83,0.17,976567.33,6110293.33,9533.33,402364.67,191.67,22022.83,343.5,22156.67,4703.5,7715.33,29.67,55.33,14.83,0.0,0.0,0,1,0.22,96
1.06,2.108,12.657,17146.88,345.745,0.62,377.933,11.94,9.67,0.17,1087838.0,5697669.33,10002.67,404120.0,729.0,65713.5,1066.33,65872.67,5538.17,7599.5,24.17,60.17,15.33,0.17,0.0,0,1,0.25,93
1.47,1.69,7.278,1560.576,474.691,0.53,837.833,6.53,7.33,0.33,910101.33,4975429.33,10316.0,413675.33,2786.33,177.83,4169.5,331.67,3829.67,6856.5,39.5,45.67,14.67,0.0,0.0,0,4,0.33,94
1.38,1.936,6.205,11348.992,466.541,0.46,741.288,7.64,6.67,0.0,894352.0,4681688.67,10941.33,421422.67,124.33,178.5,246.17,315.67,3610.17,6730.5,34.67,50.17,15.17,0.0,0.0,0,1,0.14,98
1.25,1.961,6.328,25478.144,466.41,0.48,628.912,9.28,7.17,0.0,894096.0,4693994.67,11288.0,422074.67,63.67,178.33,118.5,312.17,3857.83,6864.0,31.0,53.67,15.33,0.0,0.0,0,3,0.16,97
1.2,1.949,6.779,28900.352,426.117,0.52,600.37,9.96,6.67,0.0,893584.0,4364860.0,11638.0,420658.0,51.0,178.33,104.83,316.17,3816.33,6934.17,31.17,53.5,15.5,0.17,0.0,0,1,0.09,97
1.2,1.951,9.536,25729.024,393.115,0.57,635.646,9.2,6.0,0.17,886684.67,4196596.67,12106.67,422149.33,52.33,179.67,77.5,337.33,3259.33,6614.0,33.67,51.5,15.17,0.0,0.0,0,1,0.14,98
1.23,1.969,7.742,16721.92,318.728,0.65,621.046,8.13,6.33,0.33,886048.67,3205624.0,12621.33,425829.33,317.67,179.5,658.17,360.67,3697.5,6613.5,37.67,47.5,14.67,0.17,0.0,0,2,0.22,94
0.9,2.237,13.23,17982.464,319.15,0.69,331.664,13.85,8.17,0.0,1464251.33,3042883.33,13015.33,428070.67,222.33,126812.33,325.33,126956.17,4925.67,7407.5,22.33,62.67,15.17,0.0,0.0,0,19,0.82,91
0.97,2.069,6.111,42301.44,347.377,0.67,475.655,12.99,6.83,0.17,883010.0,3344058.0,13334.67,428750.67,79.67,180.67,184.17,324.5,4096.83,7563.83,26.67,58.17,15.0,0.0,0.0,0,2,0.22,98
0.92,2.275,13.603,22640.64,361.525,0.64,378.354,13.05,7.17,0.0,1568661.33,2081470.0,13744.0,426540.67,57.0,171629.5,81.33,171732.0,5378.33,7586.67,20.0,65.0,15.17,0.17,0.0,0,1,0.21,97
0.87,1.806,6.202,53387.264,363.283,0.63,358.54,17.54,7.0,0.0,882096.0,3905717.33,14116.0,427854.0,40.33,182.0,84.0,363.83,3400.0,6615.5,25.67,59.17,15.0,0.17,0.0,0,1,0.06,98
0.85,4.25,11.563,28974.08,300.668,1.06,335.838,13.64,7.33,0.83,1015009.33,3553013.33,4146.67,248657.33,5388.33,5893.33,47512.33,6106.5,8312.0,18578.0,14.83,69.17,14.5,1.5,0.0,0,21,0.91,64
0.86,3.401,16.786,7606.272,286.509,1.04,323.203,12.4,11.0,1.17,1233936.67,678604.67,4916.67,275784.0,26048.33,65719.33,61262.33,65911.67,9774.67,12245.17,14.83,67.5,14.83,2.5,0.0,0,18,0.75,92
0.8,2.571,25.122,7291.904,225.316,1.2,242.688,12.51,10.83,0.83,1368096.67,102173.33,4953.33,230401.33,1831.83,120778.33,43540.67,120958.0,9721.33,9515.33,11.33,73.17,13.83,1.17,0.0,0,10,0.75,92
0.73,2.115,6.08,875.713,311.51,0.84,317.471,16.41,7.67,0.17,995716.0,6505671.33,6874.0,314580.0,568.17,218.17,14549.67,367.33,3859.83,7197.5,44.83,40.33,14.67,0.33,0.0,0,1,0.11,98
1.11,2.283,12.035,15662.08,376.346,0.63,464.342,10.77,8.17,0.17,995395.33,6221142.67,9334.0,357898.0,324.17,35475.67,512.5,35627.5,5608.83,7880.0,32.83,52.0,15.0,0.0,0.0,0,1,0.16,97
1.2,2.098,9.532,7186.432,357.712,0.82,573.677,8.25,8.83,0.0,976868.0,5635504.67,9789.33,376227.33,1166.83,11329.83,2721.83,11501.67,5239.83,8409.0,43.5,41.67,14.5,0.17,0.0,0,3,0.24,97
1.34,2.284,4.414,3449.856,446.774,0.56,761.93,7.31,7.5,0.17,898078.67,5068652.0,10203.33,384525.33,348.83,186.17,638.67,344.0,3887.0,7711.5,42.5,43.33,14.67,0.0,0.0,0,1,0.21,97
1.3,1.721,3.954,10091.52,471.97,0.56,678.998,8.42,7.5,0.17,897694.67,4829666.0,10564.0,387539.33,92.83,186.0,136.67,367.83,3530.83,6713.5,42.17,43.83,14.0,0.0,0.0,0,2,0.15,97
1.15,1.705,4.162,20428.8,383.132,0.64,507.9,10.95,8.5,0.0,892916.0,5070886.67,10905.33,387662.0,70.17,186.0,136.83,332.5,3073.83,6167.5,36.83,48.67,14.67,0.0,0.0,0,1,0.09,99
1.11,1.867,12.721,11231.232,259.025,0.94,489.953,9.22,8.33,0.17,892913.33,3664407.33,11396.67,402613.33,530.83,1674.5,1586.83,1847.0,2734.5,5665.33,41.5,44.0,14.33,0.0,0.0,0,3,0.32,95
1.17,1.674,5.914,16653.312,336.193,0.82,614.329,8.92,8.17,0.17,839667.33,3220685.33,11902.0,429206.67,44.83,187.17,325.33,364.33,3351.67,6091.0,44.0,42.0,14.0,0.0,0.0,0,6,0.32,92
1.07,1.757,4.702,29540.352,341.476,0.77,555.595,10.74,7.67,0.0,839566.0,3389500.0,12237.33,427208.0,44.83,187.17,138.67,343.67,2944.33,5800.67,37.0,48.83,14.17,0.0,0.0,0,1,0.07,97
1.11,1.621,4.067,18508.8,334.166,0.77,572.056,9.98,7.67,0.0,839319.33,2604442.67,12574.67,431512.0,98.17,187.0,129.83,332.83,2888.83,5368.67,40.5,45.17,14.33,0.0,0.0,0,4,0.22,93
0.81,18.834,5.366,19169.28,192.068,1.2,324.305,12.72,7.33,0.0,839014.0,2774184.67,13091.33,430115.33,118.83,187.0,357.17,441.5,25381.33,60363.67,28.33,55.67,16.0,0.0,0.0,0,1,0.11,98
1.0,1.884,3.456,23519.232,365.463,0.73,428.733,13.8,7.67,0.17,838662.67,3296577.33,13442.67,433079.33,57.5,186.83,102.5,313.33,3367.67,6544.0,34.17,51.17,14.33,0.0,0.0,0,1,0.23,95
0.99,2.1,4.289,17257.472,364.328,0.76,409.461,13.8,7.67,0.0,838367.33,2827033.33,13734.67,433762.67,48.83,186.83,79.17,318.0,3937.0,7709.67,36.0,49.83,14.0,0.0,0.0,0,1,0.18,97
0.84,3.394,23.521,11677.696,263.748,1.43,310.249,12.28,12.33,1.0,954143.33,864864.67,5525.33,269470.0,14544.83,45686.0,50162.67,45777.83,8442.33,11045.67,20.17,64.5,14.17,0.83,0.0,0,3,0.24,97
0.91,1.64,4.105,36783.104,332.85,0.77,352.135,15.93,8.17,0.0,875308.0,3387684.67,8291.33,377892.67,57.67,187.0,8411.0,323.33,3657.33,6373.17,34.5,51.17,14.17,0.17,0.0,0,2,0.13,97
0.87,2.678,16.951,11628.544,291.762,0.91,316.497,12.72,9.67,0.17,1313778.67,102607.33,7490.0,332972.0,10553.0,127180.33,12737.67,127374.17,10368.67,8378.33,17.67,67.17,14.5,0.67,0.0,0,2,0.27,95
0.77,2.19,5.33,762.041,307.397,0.94,324.12,15.9,8.5,0.33,941508.0,6436688.0,7204.0,316616.67,187.0,215.0,17109.83,350.17,4275.83,7819.0,50.33,35.83,14.0,0.0,0.0,0,13,0.48,95
1.11,2.689,4.869,17916.928,384.887,0.74,482.066,10.59,9.17,0.17,939966.67,6187357.33,9053.33,356695.33,8893.0,188.5,11171.5,327.67,5509.33,9824.0,42.83,43.17,14.0,0.0,0.0,0,1,0.13,97
1.19,1.979,2.873,14336.0,365.195,0.72,543.66,9.45,9.83,0.17,938814.67,5620131.33,9597.33,365636.67,195.67,188.5,826.67,319.5,3202.0,6788.17,47.67,38.83,13.67,0.0,0.0,0,6,0.27,97
1.15,2.153,10.901,12509.184,385.039,0.7,486.921,10.16,8.83,0.17,1137944.0,5349016.0,9918.67,366774.67,117.0,80511.83,208.0,80640.33,4559.5,6862.33,38.67,47.5,13.83,0.0,0.0,0,7,0.54,93
1.06,2.279,16.102,10050.56,346.418,0.81,426.531,10.42,8.17,0.0,1184281.33,4895688.67,10465.33,382094.67,41.67,124261.67,925.33,124446.83,5354.5,8191.5,38.5,47.5,14.0,0.17,0.0,0,1,0.25,95
1.16,2.297,9.688,9063.424,336.627,0.84,541.192,9.0,9.0,0.0,959252.67,4337524.67,10852.0,385778.67,101.67,58899.17,251.17,59009.0,4933.33,7746.67,43.17,43.0,14.0,0.0,0.0,0,1,0.13,97
1.16,1.964,3.539,16037.888,342.84,0.85,590.127,8.97,8.83,0.17,876492.0,3849844.67,11161.33,386055.33,61.0,191.0,87.33,335.5,3368.33,7037.5,49.33,37.0,13.83,0.0,0.0,0,1,0.14,98
1.14,2.26,5.119,15406.08,325.15,0.9,602.187,9.27,8.5,0.17,875766.67,3289976.0,11605.33,391205.33,808.33,190.83,1237.5,366.67,4176.67,7831.17,45.67,40.83,13.83,0.0,0.0,0,1,0.16,98
1.0,2.101,3.622,37007.36,339.728,0.86,452.677,12.91,9.17,0.0,870622.67,4085936.0,11944.0,395428.67,57.67,192.17,132.5,334.0,4123.67,8069.67,41.0,45.0,14.17,0.0,0.0,0,1,0.13,97
0.92,1.658,4.413,40852.48,354.175,0.84,373.186,16.12,9.17,0.0,870360.67,4396544.67,12286.67,395572.67,59.67,192.17,136.5,330.5,3259.5,5951.83,41.0,45.17,14.0,0.0,0.0,0,2,0.31,95
0.96,1.285,2.374,43803.648,370.241,0.82,390.952,15.96,9.17,0.0,870085.33,4569260.0,12738.67,395124.67,45.67,192.0,71.83,344.5,2680.5,4864.33,40.83,45.17,13.83,0.0,0.0,0,2,0.53,94
0.97,1.98,2.998,40499.2,346.795,0.89,387.34,14.03,8.83,0.17,869829.33,3927350.67,12977.33,396456.0,49.67,191.83,83.83,313.67,3512.5,6545.33,45.5,41.0,13.67,0.0,0.0,0,2,0.22,96
1.0,1.502,3.956,34916.352,397.912,0.79,433.277,14.75,9.17,0.0,866078.0,4185360.0,13264.0,396082.67,55.0,191.83,81.17,293.67,2906.0,5173.83,42.5,43.5,14.17,0.0,0.0,0,2,0.21,94
0.8,3.778,17.948,5359.616,218.959,1.55,256.801,12.79,13.33,1.33,1019320.0,112765.33,6100.0,252135.33,18897.67,70321.67,57783.0,70508.17,8860.17,11153.67,19.17,66.17,13.67,1.0,0.0,0,7,0.88,86
0.94,1.595,4.326,36878.336,363.076,0.81,389.479,15.67,9.67,0.33,941016.0,3835223.33,7590.0,329777.33,7867.83,193.0,19287.5,354.67,5058.67,8454.5,34.83,51.17,13.67,0.33,0.0,0,2,0.31,96
0.86,2.432,25.01,7383.04,243.038,1.35,269.934,11.97,13.17,0.17,1160566.67,103530.0,4398.67,236302.0,699.33,92527.5,40166.67,92758.0,8340.67,8946.33,19.33,66.17,13.67,0.5,0.0,0,5,0.94,86
0.81,2.04,4.823,727.526,281.499,1.02,303.575,15.36,10.67,0.0,990929.33,6421499.33,6520.67,402056.67,1092.33,222.83,15343.5,365.33,4144.17,8078.17,52.67,33.67,13.83,0.17,0.0,0,16,0.25,96
1.19,2.465,5.246,11551.744,439.302,0.71,512.694,10.68,10.33,0.0,966381.33,6157970.67,9193.33,437262.0,380.33,194.17,648.5,302.67,4667.67,8611.67,46.5,39.5,14.0,0.0,0.0,0,3,0.32,96
1.28,2.138,4.446,5224.448,423.931,0.69,677.842,8.06,9.5,0.0,963568.0,5591092.0,9554.67,434440.67,195.67,194.33,284.83,310.83,3404.0,6958.67,54.0,32.17,13.67,0.0,0.0,0,5,0.22,97
1.23,3.307,4.617,12035.072,435.557,0.74,625.869,9.09,10.17,0.0,957422.67,5340206.67,9900.0,441209.33,321.0,194.33,973.5,331.5,5999.17,13296.0,45.33,40.83,13.67,0.17,0.0,0,1,0.14,98
1.14,2.006,5.331,19873.792,396.377,0.8,527.908,10.64,10.67,0.0,956654.67,5230158.67,10170.67,451902.0,190.33,194.33,229.5,330.17,3756.17,6742.17,49.0,37.5,13.83,0.0,0.0,0,2,0.19,97
1.17,2.093,3.953,12136.448,356.361,0.86,558.819,9.68,9.5,0.0,955929.33,4539414.67,10525.33,459808.67,143.67,194.17,372.83,342.67,3845.67,7231.33,49.83,36.17,13.67,0.0,0.0,0,3,0.19,96
1.11,1.612,4.62,20792.32,346.306,0.98,576.484,9.93,9.67,0.0,955076.0,4041563.33,10844.0,456823.33,60.33,194.17,138.83,321.33,2752.83,5646.0,51.0,35.67,13.5,0.0,0.0,0,1,0.07,98
1.01,1.986,10.773,27837.44,298.594,0.94,426.342,12.11,9.33,0.0,889781.33,4164594.0,11434.67,457387.33,175.0,194.5,470.17,373.0,2978.83,7191.17,47.0,39.17,13.5,0.17,0.0,0,4,0.24,96
0.94,2.153,5.483,35431.424,362.919,0.89,389.908,15.73,9.5,0.0,889568.0,4857319.33,11782.67,460351.33,63.67,194.33,158.17,337.5,3571.17,7357.67,43.5,42.83,13.67,0.0,0.0,0,1,0.12,97
0.94,1.862,4.745,36247.552,343.577,0.91,368.414,15.74,10.0,0.0,883044.0,5079204.67,12141.33,464201.33,225.67,195.5,274.83,370.67,3241.0,6466.83,45.33,41.0,13.83,0.0,0.0,0,1,0.24,97
0.95,2.193,16.399,15318.016,321.718,0.92,356.245,13.72,10.83,0.0,1093446.0,3221586.0,12486.67,463620.0,43.0,86028.0,70.17,86171.83,5357.0,7956.67,40.17,46.17,13.83,0.0,0.0,0,1,0.12,98
0.99,1.799,9.355,28241.92,385.414,0.85,430.781,14.39,9.17,0.17,879915.33,4026912.0,12784.0,462836.0,46.33,196.67,73.33,328.5,3420.0,6273.83,46.17,40.0,13.83,0.0,0.0,0,2,0.16,97
1.03,1.964,8.767,15678.464,408.037,0.79,455.364,13.93,9.83,0.17,879615.33,2713849.33,13095.33,462923.33,64.33,196.5,108.0,357.67,3394.67,6855.0,41.67,45.0,13.5,0.0,0.0,0,1,0.1,98
0.92,2.731,17.052,15495.168,310.757,1.54,376.163,11.77,12.83,0.17,922438.0,316149.33,5233.33,275489.33,2511.0,19271.17,38470.67,19449.0,6237.83,9571.5,33.33,52.83,13.67,0.17,0.0,0,6,0.35,96
0.9,2.713,16.686,24577.024,304.877,1.2,339.277,13.41,12.0,0.67,1011957.33,882328.0,2164.0,263744.67,1493.67,17233.17,28248.17,17399.0,5640.83,9099.83,31.17,54.83,13.83,0.17,0.0,0,13,0.38,96
0.92,2.596,14.893,21617.664,308.055,1.46,346.377,12.68,12.17,0.67,1013210.0,617124.67,5053.33,258560.0,746.17,24205.67,26254.83,24420.83,5745.83,8570.0,29.67,56.33,13.67,0.17,0.0,0,3,0.14,97
0.85,2.164,6.2,964.27,339.322,0.98,357.613,15.61,11.17,0.17,1003335.33,6497109.33,6711.33,356606.0,895.5,238.0,17135.17,373.17,4142.0,6932.33,47.17,38.33,14.33,0.33,0.0,0,18,0.57,94
1.14,2.303,6.704,10438.656,411.0,0.7,434.866,11.77,11.33,0.17,969447.33,6154440.0,9423.33,415100.0,1245.5,22044.0,3138.33,22341.17,5039.5,8067.17,40.0,45.83,14.17,0.0,0.0,0,6,0.36,95
1.2,2.042,3.747,6060.032,372.943,0.73,552.112,8.96,12.33,0.0,912106.67,5609129.33,9840.67,422548.0,154.83,199.17,196.33,324.33,3887.5,7523.33,46.67,40.0,13.67,0.0,0.0,0,22,0.37,95
1.07,2.363,16.041,8925.184,349.593,0.85,424.052,10.87,11.33,0.17,1221892.0,5243256.67,10352.67,423898.0,1164.83,99533.67,1392.0,99701.5,6010.33,8403.17,36.67,49.5,13.67,0.17,0.0,0,4,0.39,95
1.11,2.287,4.617,14887.936,332.859,0.89,488.723,10.63,10.83,0.0,897572.0,5019466.67,10696.0,449202.0,76.17,199.67,154.83,330.83,4057.33,8371.5,47.5,38.83,13.67,0.0,0.0,0,6,0.28,96
1.11,2.197,4.073,17112.064,356.852,0.89,559.597,10.56,10.33,0.0,896889.33,4525119.33,11112.0,453291.33,102.17,199.5,167.33,381.5,4238.33,7783.33,43.17,42.83,14.33,0.0,0.0,0,2,0.21,97
1.03,2.242,4.698,24036.352,338.131,0.89,464.089,12.24,10.0,0.0,883418.67,4563594.67,11552.0,451198.0,93.5,199.83,125.67,377.67,3853.83,7637.33,41.83,44.67,13.5,0.0,0.0,0,2,0.14,96
0.78,17.245,4.121,30758.912,202.855,1.27,307.611,13.92,9.83,0.17,882608.0,4473191.33,12049.33,451230.67,76.83,199.83,139.17,361.67,23570.67,54929.67,26.17,59.17,14.83,0.0,0.0,0,2,0.24,97
0.96,2.17,3.747,28551.168,371.656,0.85,402.799,15.24,11.33,0.0,873900.0,4241366.67,12358.67,451859.33,102.17,201.0,167.0,293.5,4427.67,8658.17,39.5,46.5,14.0,0.17,0.0,0,4,0.24,97
0.97,1.999,4.243,27339.776,353.995,0.85,385.239,15.16,10.83,0.0,873345.33,4247452.0,12666.67,454752.0,76.17,201.0,156.17,367.5,3605.67,6715.67,39.83,46.83,13.83,0.0,0.0,0,2,0.12,97
0.97,2.271,9.194,25743.36,367.083,0.86,401.801,14.54,11.67,0.0,872918.67,4570969.33,12991.33,454475.33,70.17,200.83,98.33,359.33,3960.33,7575.17,41.33,45.0,13.67,0.0,0.0,0,1,0.2,97
0.95,2.285,21.31,10955.776,315.299,0.9,349.574,14.19,11.67,0.0,1007900.67,2304578.67,13355.33,457448.67,52.83,66718.17,142.17,66957.33,5626.67,8095.67,37.33,48.67,14.17,0.0,0.0,0,8,0.26,97
1.01,2.07,4.248,24112.128,387.338,0.79,426.096,14.52,10.83,0.0,870582.0,2383613.33,13734.67,453399.33,73.5,202.0,119.5,341.83,3898.5,7405.17,38.33,48.33,13.67,0.0,0.0,0,1,0.13,98
0.9,2.09,15.046,23232.512,293.653,0.91,322.564,14.72,10.83,0.5,967469.33,609420.67,13271.33,427050.67,54.17,60473.33,104.17,60638.5,5768.33,6364.17,31.67,54.0,14.0,0.17,0.0,0,2,0.29,95
0.91,2.306,18.427,20675.584,306.126,1.24,336.672,12.91,13.17,1.0,935452.0,439062.67,6609.33,251947.33,613.83,43010.17,29147.83,43158.0,6139.5,7864.5,26.17,60.0,13.5,0.33,0.0,0,3,0.26,94
0.86,2.599,19.049,20627.456,268.374,1.25,294.96,13.57,14.0,0.5,929448.0,603171.33,5148.67,241159.33,1077.17,22179.33,27904.83,22349.17,6165.17,8346.17,27.17,59.0,13.5,0.33,0.0,0,6,0.27,97
0.67,2.61,6.407,935.473,281.135,0.79,276.927,17.67,8.67,0.17,942947.33,6364344.67,8191.33,368634.0,970.67,240.67,15981.5,396.5,4977.17,9287.0,34.67,49.83,15.33,0.17,0.0,0,15,0.49,95
