ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.99,6.652,25.967,44903.424,137.878,1.18,431.067,6.23
1.02,6.216,21.345,43104.256,133.795,1.21,454.642,5.83
1.04,6.431,21.094,40557.568,146.698,1.05,464.874,5.62
1.00,4.321,50.569,2117.632,168.856,1.13,353.403,5.28
1.19,6.224,24.193,39405.568,199.180,0.79,464.247,5.48
1.12,6.738,22.267,40806.4,198.376,0.81,445.305,6.00
1.17,6.392,27.357,40960.0,217.358,0.78,443.393,6.07
1.26,6.336,21.611,33560.576,226.418,0.70,496.114,5.13
1.38,6.412,38.581,27650.048,255.394,0.61,604.672,4.24
1.47,6.170,38.714,21232.64,288.412,0.56,669.646,3.76
1.59,6.171,28.245,18306.048,316.863,0.51,749.877,3.31
1.68,6.643,25.071,13338.624,318.296,0.46,772.351,3.14
1.55,6.167,22.640,21339.136,318.127,0.49,700.083,3.73
1.53,5.937,34.559,24484.864,352.504,0.47,585.311,4.26
1.24,5.631,55.809,26300.416,303.531,0.56,427.895,5.50
1.26,4.766,63.175,22099.968,301.140,0.64,409.877,5.46
0.17,7.170,9.865,1159.168,58.931,1.91,81.392,13.69
0.65,3.866,86.956,19240.96,230.933,1.32,275.081,11.14
0.70,4.240,49.985,19031.04,198.941,1.44,253.979,10.14
0.67,5.142,25.725,44800.0,161.174,0.79,208.979,13.08
0.63,6.453,25.984,63611.904,159.165,0.85,203.704,15.80
0.96,6.323,21.667,25940.992,156.186,0.79,373.548,7.27
0.65,7.060,17.057,62123.008,152.502,0.86,210.713,14.87
1.03,6.536,23.263,31714.304,144.624,0.83,436.994,6.37
0.77,6.463,27.027,60879.872,147.923,0.84,288.848,10.37
0.81,6.771,18.848,56961.024,136.158,0.95,336.74,7.94
1.14,6.450,24.971,28424.192,145.079,0.85,494.65,4.61
1.00,6.706,17.306,51407.872,135.879,0.94,454.326,5.63
0.64,4.485,56.202,22968.32,156.254,1.14,219.203,8.56
0.95,4.351,38.317,21886.976,164.860,0.96,372.291,5.20
1.08,6.525,24.482,47250.432,146.209,0.83,477.571,5.23
1.10,6.793,25.752,49835.008,171.233,0.74,478.176,5.42
1.11,6.653,17.694,48524.288,170.149,0.74,454.936,5.53
1.24,6.180,9.283,37404.672,196.045,0.59,453.71,4.97
1.25,6.661,6.848,41902.08,201.485,0.60,446.712,5.16
1.32,6.456,37.372,36199.424,238.842,0.70,565.031,4.25
1.48,6.526,23.564,29344.768,244.090,0.51,608.962,3.67
1.52,6.542,17.690,23621.632,259.704,0.52,646.3,3.28
1.30,4.010,65.389,11099.136,219.405,0.71,493.647,3.61
1.84,6.146,27.024,15194.112,334.948,0.33,850.566,2.53
1.71,6.661,18.732,18018.304,307.586,0.37,782.254,2.78
1.60,5.514,44.713,2439.168,235.905,0.57,613.539,2.65
1.41,4.453,43.150,14008.32,236.876,0.66,559.256,3.36
1.56,6.484,9.361,30678.016,360.665,0.31,499.432,4.35
1.14,6.364,20.153,21257.216,223.735,0.75,375.079,5.40
