ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.17,7.409,5.953,1027.072,58.283,1.90,81.784,13.51
0.80,4.990,18.031,48520.192,223.738,1.27,281.999,12.74
0.81,5.069,15.947,43208.704,223.515,1.17,276.405,14.07
0.86,5.000,13.138,35807.232,234.142,1.19,293.206,11.91
0.89,5.236,14.447,31954.944,254.396,1.17,323.722,12.30
0.86,5.451,14.430,33132.544,236.991,1.32,299.128,11.98
0.86,4.926,15.657,39597.056,242.685,1.26,301.009,12.48
0.93,5.385,14.146,23004.16,245.565,1.23,336.811,10.79
0.90,5.284,14.112,35380.224,232.583,1.25,349.533,10.52
0.92,5.444,15.537,28593.152,214.584,1.32,347.943,9.55
0.99,5.514,16.040,22476.8,205.091,1.31,402.607,7.78
0.96,4.083,21.305,13082.624,237.141,1.24,348.034,8.27
1.25,5.545,16.770,12108.8,301.873,0.91,560.324,5.80
1.15,4.850,18.279,9344.0,291.919,0.98,472.359,6.57
0.68,5.549,17.053,1189.888,185.838,1.49,233.36,11.57
0.83,4.801,34.085,33642.496,210.088,1.20,264.584,13.41
0.82,4.527,24.234,34805.76,211.876,1.20,271.612,12.69
0.83,4.513,32.375,33440.768,237.619,1.24,298.459,12.19
0.88,5.393,19.386,39054.336,252.359,1.14,311.942,12.22
0.85,3.802,34.572,22922.24,208.296,1.28,262.516,11.77
0.90,5.264,21.862,22327.296,241.572,1.14,301.997,11.61
0.93,5.093,18.698,20054.016,226.846,1.19,328.938,10.48
0.86,5.051,23.308,33629.184,217.723,1.19,283.12,11.66
0.97,5.447,21.679,28740.608,196.138,1.35,383.913,8.30
1.02,4.924,20.956,21150.72,187.332,1.29,392.358,7.09
0.93,3.657,38.486,1560.576,203.198,1.33,325.495,7.04
1.30,5.238,20.584,11660.288,305.638,0.82,590.85,5.11
1.23,4.522,28.084,9307.136,299.409,0.92,485.381,6.09
0.64,5.475,21.022,1068.032,175.254,1.48,220.438,11.88
0.77,4.661,23.849,42657.792,213.569,1.17,267.206,13.34
0.85,4.763,27.754,37931.008,227.464,1.56,289.007,11.65
0.86,5.031,29.101,38503.424,231.550,1.09,293.739,11.85
0.86,5.334,30.433,40532.992,232.014,1.09,296.314,11.88
0.85,5.136,26.369,39339.008,227.687,1.08,285.088,12.07
0.83,5.253,30.074,45765.632,218.472,1.14,274.071,12.98
0.82,4.013,43.461,20311.04,209.289,1.35,269.805,10.19
0.93,5.080,27.626,34804.736,199.083,1.17,361.665,8.59
1.11,5.134,31.510,16399.36,204.174,1.20,455.734,6.29
1.10,4.972,32.466,26233.856,214.807,1.10,414.688,6.82
1.30,5.283,20.153,13182.976,281.461,0.81,568.648,5.09
1.32,5.137,25.034,11973.632,305.373,0.77,584.227,4.93
1.13,4.590,35.108,15019.008,260.382,0.91,420.376,6.46
0.58,5.848,27.038,981.506,175.046,1.50,220.029,11.94
0.82,4.505,43.606,29430.784,221.520,1.48,290.82,10.68
0.86,5.570,28.877,30799.872,222.192,0.98,291.746,11.24
0.90,5.304,30.450,18983.936,224.555,0.93,290.766,11.18
0.78,5.746,29.178,48099.328,179.782,1.13,249.761,12.70
0.77,5.434,28.796,45096.96,186.548,1.09,234.249,13.53
0.78,5.479,38.746,46983.168,196.239,1.07,254.329,12.70
0.99,5.618,29.845,39868.416,171.217,1.23,413.02,7.45
1.02,6.136,36.979,32482.304,161.868,1.26,423.588,6.57
1.11,5.636,29.992,31893.504,205.784,0.98,441.637,6.27
1.11,5.375,25.389,27441.152,202.502,0.99,392.165,6.49
1.35,5.371,25.066,18599.936,269.223,0.74,583.723,4.49
1.49,5.577,23.191,8043.52,290.060,0.65,650.824,3.77
1.18,4.925,27.377,17300.48,280.256,0.77,370.998,6.56
0.50,6.458,24.962,1217.536,149.216,1.54,190.233,11.94
0.77,5.283,23.557,34342.912,202.540,1.28,260.898,11.03
0.72,5.732,23.121,52286.464,165.338,0.97,211.013,14.36
0.72,6.428,20.735,49180.672,171.633,0.94,219.072,13.70
0.66,4.134,39.353,31722.496,155.603,1.19,201.524,12.48
0.85,6.470,14.288,50385.92,151.318,1.01,311.779,8.98
1.01,6.178,16.028,28346.368,151.619,1.00,385.826,7.01
1.11,5.974,17.523,42326.016,157.328,0.95,473.094,5.41
1.13,5.935,21.349,39244.8,179.868,1.11,452.115,5.45
1.31,5.936,18.108,34500.608,227.348,0.64,498.489,4.88
1.46,6.310,16.366,23408.64,299.600,0.50,629.288,3.97
1.50,6.294,17.343,17649.664,288.607,0.52,637.547,3.59
1.32,5.200,36.002,16254.976,246.200,0.67,524.417,4.10
1.26,4.876,48.348,21402.624,307.641,0.60,314.129,6.58
0.30,7.488,14.443,1170.432,91.684,1.74,125.249,12.91
0.55,3.274,110.587,7299.072,121.674,1.33,154.002,11.76
0.72,5.895,10.523,38644.736,156.510,0.82,197.445,14.51
0.71,5.550,14.714,63647.744,152.632,0.78,208.865,12.94
0.76,6.607,5.864,56572.928,120.812,0.95,258.748,9.33
0.94,6.708,6.369,47328.256,113.390,1.84,385.973,6.06
1.18,6.569,7.621,46718.976,152.873,0.83,508.427,4.64
1.26,6.238,11.507,45315.072,197.304,0.62,491.74,4.91
1.22,6.535,7.743,43329.536,183.712,0.66,440.539,5.13
1.29,5.143,30.748,22651.904,188.567,0.80,506.106,3.81
1.48,6.629,15.697,30139.392,257.249,0.50,639.489,3.60
1.86,6.457,14.270,14663.68,325.017,0.36,820.045,2.57
1.58,4.844,20.107,10752.0,215.572,0.48,570.866,2.88
1.36,5.293,38.935,30182.4,324.049,0.42,357.474,5.55
0.17,7.324,7.662,953.692,59.144,1.88,82.738,13.48
