ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),Swap Space,Idle Memory,Buffer,Cache,Swap In,Swap Out,blocks in,blocks out,Interrupts per second,Context Switches per second,User CPU time,System CPU time,avg latency
0.67,2.437,7.158,668.404,314.408,0.72,309.978,17.34,995690.67,6433201.33,9174.67,378199.33,406.33,224.67,652,357.83,4556.83,8534.83,41.67,43.17,0.15
1.3,1.721,3.954,10091.52,471.97,0.56,678.998,8.42,897694.67,4829666,10564,387539.33,92.83,186,136.67,367.83,3530.83,6713.5,42.17,43.83,0.15
1.31,1.834,4.955,4091.904,450.746,0.58,719.719,7.9,859438.67,5037236,6534,409360.67,346.83,213.5,1477.67,386,3473.33,7141.83,40.83,44.83,0.15
0.84,19.514,4.981,24090.624,180.403,1.04,378.587,10.18,907772,3378868.67,12092,420756.67,85,60,140.33,202.33,27548.17,65172,19.5,60,0.14
0.74,2.137,5.066,831.79,319.506,0.84,322.058,16.52,1012093.33,6411234,8439.33,330204.67,194.67,86.5,13082.5,240.17,3740,7542.5,42.33,41.5,0.14
1.29,2.356,3.45,3712,478.906,0.56,759.464,7.75,972416,5078725.33,10272,373546.67,44.67,65,181,200,3990.5,7808,39.83,44.67,0.14
1.16,1.925,3.997,21544.96,387.891,0.71,563.461,10,971136,4774720.67,11154.67,382953.33,120,65,558.33,213.33,3210.33,6768.5,38.67,45.33,0.14
1.01,1.985,5.12,27641.856,346.21,0.76,496.929,12.25,936084,4018763.33,11856,390350.67,44,66.33,68.33,155.33,3774.17,7257.33,30.83,52.5,0.14
1.16,2.306,4.87,14075.904,439.543,0.66,507.65,10.87,966502.67,6188451.33,9086,367176,150,74.17,298.83,211.17,3867.5,8000.17,43.17,41,0.14
1.14,2.314,5.113,14632.96,394.892,0.69,501.733,10.64,964966.67,5381546,9984,389426,599.33,74,985.83,259.67,4487.83,8097.67,39.67,44.67,0.14
1.17,1.967,7.615,17436.672,361.581,0.79,451.604,9.68,1101208,5698833.33,8866.67,392052,116.33,61541,224.17,61683.5,4705,7212.17,49,36,0.14
1.18,26.29,3.161,18104.32,390.926,0.85,586.037,8.74,967201.33,5671648,9586.67,395037.33,356.5,131,398.67,252.17,6668.67,83356.33,52,32.33,0.14
1.14,2.086,7.868,14320.64,350.835,0.57,531.854,9.08,1659422,2834402.67,12389.33,427620.67,47.17,116130.17,89.83,116263.5,4319.33,7109.33,27.67,57.83,0.14
1.2,2.323,4.287,23759.872,361.09,0.71,593.572,9.28,873144,4164917.33,11917.33,460775.33,63.83,155.17,86,483.83,4331,8345,43.67,41.5,0.14
1.02,2.094,2.539,39964.672,338.768,0.9,493.607,11.89,858498,3229566,21901.33,1023556.67,56.17,161.83,127.33,304.33,3884.5,7376.5,47,38.67,0.14
0.82,15.694,4.535,22935.552,255.686,1.12,315.826,14.88,859904.67,3415329.33,8818.67,357786,57.83,169.17,81.67,323,23078.33,50246.17,27.17,58.5,0.14
0.95,2.208,5.705,35390.464,353.708,0.9,388.878,15.21,997440,2218947.33,8290,351006.67,501,177.5,16665.33,318.67,4397.67,7826.17,40.67,45.33,0.14
1.38,1.936,6.205,11348.992,466.541,0.46,741.288,7.64,894352,4681688.67,10941.33,421422.67,124.33,178.5,246.17,315.67,3610.17,6730.5,34.67,50.17,0.14
1.2,1.951,9.536,25729.024,393.115,0.57,635.646,9.2,886684.67,4196596.67,12106.67,422149.33,52.33,179.67,77.5,337.33,3259.33,6614,33.67,51.5,0.14
1.16,1.964,3.539,16037.888,342.84,0.85,590.127,8.97,876492,3849844.67,11161.33,386055.33,61,191,87.33,335.5,3368.33,7037.5,49.33,37,0.14
1.23,3.307,4.617,12035.072,435.557,0.74,625.869,9.09,957422.67,5340206.67,9900,441209.33,321,194.33,973.5,331.5,5999.17,13296,45.33,40.83,0.14
0.92,2.596,14.893,21617.664,308.055,1.46,346.377,12.68,1013210,617124.67,5053.33,258560,746.17,24205.67,26254.83,24420.83,5745.83,8570,29.67,56.33,0.14
1.03,2.242,4.698,24036.352,338.131,0.89,464.089,12.24,883418.67,4563594.67,11552,451198,93.5,199.83,125.67,377.67,3853.83,7637.33,41.83,44.67,0.14
1.37,1.504,7.782,2277.376,475.508,0.61,809.852,7,935549.33,4971325.33,10136.67,419927.33,779.33,205.83,1767.83,345,3003.5,5435.83,34.33,50.67,0.14
1.06,2.069,9.947,21076.992,328.101,0.71,533.251,10.75,840648.67,3178827.33,12047.33,435007.33,76.5,5928.67,172.17,6103.17,3875.17,6871.17,28.17,56.33,0.14
0.97,1.575,4.581,37525.504,385.182,0.72,448.887,14.73,857604,4122690,8802.67,433552,54.17,213.17,126.33,367,2548.17,5657.33,31,54.5,0.14
0.91,2.231,6.52,37042.176,362.271,0.86,377.501,16.47,884510.67,4801173.33,12788,431476.67,70.83,218.83,105.83,346.67,4074.83,7790.17,37.17,48.67,0.14
1.31,2.501,5.372,29146.112,477.243,0.55,545.563,8.97,960673.33,5718680.67,9334.67,382514.67,142.17,114.17,196,242.5,4331,8437.17,51.5,33.83,0.13
1.23,1.262,7.944,33349.632,298.51,0.86,717.842,7.13,918092,2336448,12818.67,417312.67,28.17,118.5,57.33,261.67,2467.17,4452.33,55,30.33,0.13
1.44,1.286,4.954,1184.768,434.869,0.72,839.653,5.65,938273.33,5008433.33,9454.67,402554.67,283.67,124,442.83,405.83,2794,4566.17,65.17,20.5,0.13
0.9,18.625,3.993,33961.984,289.164,1.09,345.557,13.99,931434.67,4008266,12882.67,429363.33,35.17,132,113.17,271.17,13055.67,53044.67,40.17,45.17,0.13
1.1,2.119,10.865,10576.896,324.944,0.96,460.834,10.13,919632,4479495.33,6456.67,355468.67,768.5,33970.17,1797.17,34152.67,4682.17,7724.83,47.67,38.33,0.13
0.76,16.874,4.827,25048.064,213.285,1.22,259.274,16.31,856231.33,4771959.33,13608,363245.33,59.67,176.83,83.33,302.67,21466.67,57493.67,29.67,55,0.13
0.91,1.64,4.105,36783.104,332.85,0.77,352.135,15.93,875308,3387684.67,8291.33,377892.67,57.67,187,8411,323.33,3657.33,6373.17,34.5,51.17,0.13
1.11,2.689,4.869,17916.928,384.887,0.74,482.066,10.59,939966.67,6187357.33,9053.33,356695.33,8893,188.5,11171.5,327.67,5509.33,9824,42.83,43.17,0.13
1.16,2.297,9.688,9063.424,336.627,0.84,541.192,9,959252.67,4337524.67,10852,385778.67,101.67,58899.17,251.17,59009,4933.33,7746.67,43.17,43,0.13
1,2.101,3.622,37007.36,339.728,0.86,452.677,12.91,870622.67,4085936,11944,395428.67,57.67,192.17,132.5,334,4123.67,8069.67,41,45,0.13
1.01,2.07,4.248,24112.128,387.338,0.79,426.096,14.52,870582,2383613.33,13734.67,453399.33,73.5,202,119.5,341.83,3898.5,7405.17,38.33,48.33,0.13
1.16,1.98,6.451,19880.96,391.173,0.64,598.684,10.03,841796,4297863.33,11185.33,433146.67,96.67,206.83,152.17,362.67,3544.83,7190.17,31.83,53.17,0.13
0.86,1.94,6.034,45642.752,359.097,0.65,354.497,17.22,833464.67,4385355.33,13568,440936.67,53.17,209,137.33,364.17,3257,6715.83,23.33,61.83,0.13
1.26,2.039,9.601,1679.36,384.433,0.63,607.497,8.22,870096,5521367.33,5198.67,400456.67,720.17,6768.5,984.33,6929,4031.83,7094.17,39.33,46,0.13
1.14,1.88,4.368,21996.544,390.134,0.6,647.755,9.48,910372,3716599.33,11392,417081.33,24.33,59.33,82.33,206.33,3632.33,6911.67,31.67,52,0.12
1.1,7.764,5.33,1638.4,271.819,0.91,468.016,8.11,971502.67,5537136,9890,412523.33,583,83.83,2337.17,346.83,9301.17,19427.17,41,43.67,0.12
0.89,7.137,21.572,17718.272,265.849,2.48,327.766,10.4,1052602,369913.33,4084,250355.33,1104.5,41330.67,47233.5,41655.17,8185.5,27642.5,28.5,55.83,0.12
1.28,2.413,8.727,698.878,372.077,0.82,620.657,7.47,976015.33,5566478.67,8982.67,365048.67,116.83,7531.17,163.33,7665,4873,8506,58.17,27.5,0.12
0.99,15.695,5.701,9393.152,203.151,1.36,471.269,8.06,945737.33,3614524.67,10809.33,400202.67,68.83,135.67,413.17,260.33,23701.17,55862.33,35,50.17,0.12
0.89,1.974,5.414,55493.632,344.747,0.77,369.843,16.44,869716,3638152.67,14046.67,468705.33,44.5,157,72.5,273.67,3526.17,6720.33,37.67,48,0.12
0.94,2.153,5.483,35431.424,362.919,0.89,389.908,15.73,889568,4857319.33,11782.67,460351.33,63.67,194.33,158.17,337.5,3571.17,7357.67,43.5,42.83,0.12
0.95,2.193,16.399,15318.016,321.718,0.92,356.245,13.72,1093446,3221586,12486.67,463620,43,86028,70.17,86171.83,5357,7956.67,40.17,46.17,0.12
0.97,1.999,4.243,27339.776,353.995,0.85,385.239,15.16,873345.33,4247452,12666.67,454752,76.17,201,156.17,367.5,3605.67,6715.67,39.83,46.83,0.12
0.89,2.365,23.168,19464.192,293.714,1.19,318.754,13.04,1005604.67,385385.33,1433.33,207342,329.83,56715.5,31405.67,56888,6023,8042.33,23.5,62.33,0.12
0.96,1.934,15.9,14757.888,356.769,0.75,388.851,12.7,1632975.33,3775393.33,11608,415630,38,143067.83,49.83,143206.17,4703,6893.5,30.33,54.17,0.11
0.96,2.211,5.911,24321.024,380.722,0.74,415.636,14.7,915628,2914873.33,13496,421608,26,80.83,89.83,272.5,3937.33,7522.33,31.83,52.67,0.11
0.85,18.913,5.984,12956.672,214.564,1.27,356.065,11.5,969326.67,5040800,10712.67,426810.67,80.33,83.83,133.17,218.83,24535.33,59557,27.67,56.83,0.11
1.27,2.034,4.663,10542.08,400.808,0.93,592.222,7.85,936789.33,4925660,10333.33,396518,312.33,89.67,1295.33,243.5,3907.33,7690.83,59.17,26,0.11
1,1.946,12.895,15290.368,327.181,0.97,380.272,10.91,1346867.33,2311204.67,12744.67,444838,31,159760,55.33,159883,4876.5,6377,43,42.17,0.11
1.3,2.219,8.74,18467.84,324.546,0.78,706.048,6.76,918480.67,2935840,12409.33,417442.67,70.83,118.5,170.67,407.67,3755.17,7637.83,55.67,29.67,0.11
1.19,2.172,6.155,14451.712,375.605,0.83,492.649,9.33,979713.33,6174662.67,8397.33,354076,216.83,21980.17,660.33,22326.67,4879.33,7543,53.5,32,0.11
0.95,1.967,3.536,46000.128,343.308,1,388.107,14.49,926443.33,4581348.67,12209.33,402886,3857.33,136.83,3925.5,306.67,4034.83,6796.67,48.5,37.33,0.11
0.85,15.544,4.204,20378.624,269.072,1.12,335.136,14.05,860089.33,2299175.33,8507.33,357884,80.5,169.17,145,328.33,20832,52027.67,32,53.83,0.11
0.96,1.929,4.453,32819.2,366.485,0.9,398.903,14.94,856667.33,4922145.33,13024,362876,45.67,177,69.33,284.17,3368.33,6468.67,45,41,0.11
0.73,2.115,6.08,875.713,311.51,0.84,317.471,16.41,995716,6505671.33,6874,314580,568.17,218.17,14549.67,367.33,3859.83,7197.5,44.83,40.33,0.11
0.81,18.834,5.366,19169.28,192.068,1.2,324.305,12.72,839014,2774184.67,13091.33,430115.33,118.83,187,357.17,441.5,25381.33,60363.67,28.33,55.67,0.11
1.18,1.808,4.495,18000.896,466.579,0.52,596.725,10.24,936018.67,5628676,9816,420655.33,85.33,206,146.33,291.17,3542.17,6621.67,29.67,55.5,0.11
0.87,17.097,8.698,22262.784,226.374,0.8,339.718,10.03,1452304,4539326.67,10861.33,433123.33,85.33,83277,243.5,83444.83,21484.83,56564,17.67,64.33,0.11
0.93,2.04,4.618,34479.104,333.371,0.77,386.307,15.11,857348,3535382,9153.33,434652.67,56.17,213,97,302.83,3542.5,7012.33,30.83,54.83,0.11
0.93,1.7,4.869,38494.208,370.169,0.82,386.785,16.36,884980,4607947.33,12382,434272.67,52.83,219,83.83,366.83,3134.33,6439,36.83,49.67,0.11
0.93,1.959,5.279,31950.848,352.039,0.79,367.392,16.07,884126.67,3877839.33,13397.33,431831.33,108.17,218.67,210.33,389.17,3781.83,6735,33.67,52,0.11
1.27,2.457,5.2,4124.672,423.313,0.62,679.47,7.94,972928,5608258,9878.67,368945.33,137.33,65.17,279,175.5,4447.5,8764.67,41.17,43.17,0.1
0.86,2.585,19.144,17070.08,299.697,1.19,328.209,12.78,1070447.33,249074.67,5972.67,258816.67,1308.67,80844.83,33016.33,80995.83,8092.83,9590.67,18,66.33,0.1
0.77,2.27,3.953,832.709,249.931,1.32,295.534,13.46,1011931.33,6447195.33,6565.33,333713.33,1117,108,21086,263.17,4880.83,8641.67,63.5,21.5,0.1
1.5,2.085,3.498,19830.784,470.662,0.45,873.738,5.4,917669.33,3860774,11448,441344,156.67,101.83,491.5,231.5,3859.33,7051.33,48.17,36.67,0.1
1.09,19.11,5.538,23996.416,289.174,0.78,529.298,7.33,1546845.33,2337052,13053.33,446368,75.33,108206,308.83,108353.67,8951.67,61503.83,31.33,51.5,0.1
1.01,1.692,1.789,30962.688,361.185,0.9,414.78,13.53,908360,4050562,12833.33,400182,38,138,57.83,276.5,3084.33,6266.33,49.67,36.17,0.1
1.03,1.964,8.767,15678.464,408.037,0.79,455.364,13.93,879615.33,2713849.33,13095.33,462923.33,64.33,196.5,108,357.67,3394.67,6855,41.67,45,0.1
0.86,1.91,6.37,41825.28,354.178,0.69,356.023,17.57,833714,3618684,13162.67,442068,53.83,209.17,121.33,360.33,3597.67,6787.17,22.33,62.5,0.1
0.91,2.545,17.101,22262.784,320.8,1.14,349.631,13.23,1031030,560160,3712,221317.33,938.83,45957.67,29104.5,46123,6035,8802.17,25,61.33,0.1
0.91,1.865,10.273,35111.936,376.856,0.76,389.747,16.25,902056,4059270.67,13784,400762,26,70.5,39.67,246.83,3669.83,6821.17,30,54,0.09
1.28,1.886,4.784,31196.16,430.552,0.64,624.001,8.27,945746.67,4512968.67,11162.67,414156.67,50.17,115.83,97.33,232.33,3619,6819.5,49.83,35.67,0.09
0.8,17.398,4.03,32159.744,243.21,1.25,295.054,15.9,928212.67,4093774.67,11885.33,402310.67,53.33,136.83,80.67,656.17,20502.33,55825.33,35.67,49.83,0.09
0.98,1.753,5.246,48248.832,331.042,0.81,442.28,13.07,869844,3186119.33,13760,462058.67,33.83,157.17,55.83,281.83,2911.33,5782.33,42.33,43.33,0.09
1.23,2.229,3.914,13715.456,435.354,0.71,519.647,9.71,890504,6149470.67,4896,323556.67,151.83,164.33,519.17,303.5,4078.83,7563.17,54.67,31.67,0.09
1.23,1.631,3.494,10354.688,387.401,0.81,555.381,9.1,872158.67,4945048.67,6063.33,352711.33,128.5,165.67,173.83,316,3061.5,5567.33,55.33,30.67,0.09
1.2,1.949,6.779,28900.352,426.117,0.52,600.37,9.96,893584,4364860,11638,420658,51,178.33,104.83,316.17,3816.33,6934.17,31.17,53.5,0.09
1.15,1.705,4.162,20428.8,383.132,0.64,507.9,10.95,892916,5070886.67,10905.33,387662,70.17,186,136.83,332.5,3073.83,6167.5,36.83,48.67,0.09
1.25,2.331,4.408,4841.472,412.86,0.67,655.363,8.26,919658.67,5548201.33,10050.67,408517.33,213,217.83,343.17,406.33,4007.67,8085.67,47.33,39.17,0.09
1.28,1.673,4.364,3686.4,424.055,0.67,659.965,8.29,965777.33,5569176,9573.33,379368.67,284,74,2347.67,263,3026.5,6139.83,45.5,39.17,0.08
1.39,2.096,5.244,19069.952,435.796,0.58,756.811,6.29,946386.67,4470541.33,10798,411592,1367.5,115.83,2621.33,383.67,4037.83,7513.33,54.5,30.5,0.08
0.96,2.044,1.831,37860.352,349.335,0.93,392.299,14.28,908360,4684242,12530,399185.33,30.67,138,95.83,273.33,3722.83,6944.33,47.83,38,0.08
1.09,1.468,5.039,26431.488,352.421,0.67,609.357,10.22,910116,3254154,11743.33,415282.67,40.33,59.33,76.33,213,2763.33,5025,27.17,56.33,0.07
0.96,1.89,5.538,30021.632,353.145,0.89,396.176,14.64,905620,4290401.33,12324,433772.67,21,85,33.83,200.67,3202.67,6626.67,45.5,39,0.07
1.26,1.867,3.993,23386.112,334.479,0.87,630.366,7.56,931686.67,3935023.33,11077.33,419826.67,31.5,124.5,48.83,277,3543.17,6262.17,58.17,27.17,0.07
1.37,1.243,5.246,15832.064,468.062,0.54,765.456,7,897374.67,4847766.67,10832.67,448088,69.83,154,92,548,2043.67,4779.83,51,34.67,0.07
1.22,2.073,3.537,16274.432,375.216,0.83,620.826,8.64,863388,3811050,20943.33,1021048.67,40.17,160.67,120,331.83,3832,7476,52.5,33.33,0.07
0.91,2.218,9.022,30217.216,279.289,1.09,315.718,14.16,858199.33,3731126.67,22332,1023118.67,1074.17,161.83,2682.67,317,3845,6795,42,43.5,0.07
1.07,1.757,4.702,29540.352,341.476,0.77,555.595,10.74,839566,3389500,12237.33,427208,44.83,187.17,138.67,343.67,2944.33,5800.67,37,48.83,0.07
1.11,1.612,4.62,20792.32,346.306,0.98,576.484,9.93,955076,4041563.33,10844,456823.33,60.33,194.17,138.83,321.33,2752.83,5646,51,35.67,0.07
1.15,2.292,3.412,23956.48,319.721,0.8,562.458,9.06,858158.67,4234302.67,7860.67,418353.33,72.83,213.33,159,353.17,4142.33,7986.67,46,40.33,0.07
1.16,2.036,5.202,13304.832,352.821,0.81,603.071,9.59,857945.33,3456530.67,8368.67,428607.33,474.83,213.17,2212.67,376.33,4045.33,7457.33,38.17,47.67,0.07
1.09,17.475,3.205,11754.496,241.209,1.23,547.857,8.11,931046.67,2304922.67,11662.67,420324,58.17,124.33,75.33,490.17,14724.83,55316.17,46.5,37.5,0.06
0.7,2.104,4.91,935.158,301.079,0.86,317.725,15.87,1029490.67,6423102,7912,387214.67,2992.33,195.17,17835.17,340.33,4914.5,8408.5,51.5,33.83,0.06
0.77,15.485,4.372,22555.648,204.733,1.32,253.272,14.86,856488.67,4669025.33,13337.33,365474.67,36.33,177,72,338.67,23249.33,52625.17,27.67,57.83,0.06
0.87,1.806,6.202,53387.264,363.283,0.63,358.54,17.54,882096,3905717.33,14116,427854,40.33,182,84,363.83,3400,6615.5,25.67,59.17,0.06
1.26,2.185,7.073,19642.368,470.185,0.47,650.324,8.99,934994.67,4955340,10468,431913.33,290,205.83,378.17,369,3944,8052,28.5,56.17,0.06
1.21,1.784,10.195,9723.904,336.691,0.67,568.235,8.33,1052380,3608073.33,12040,424688,66.67,70461.67,183.17,70745.5,4338.83,6558,32.83,52,0.05
