ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency(ms),category
1.11,9.554,20.488,20850.688,308.882,1.42,649.002,5.37,6.4,0.0,1009385.6,5374648.8,139460.0,420001.6,32.0,0.0,75.2,28633.6,18513.8,38388.4,31.2,55.8,12.2,0.8,0.0,1.228606,4
1.23,9.214,24.811,16610.304,354.544,1.13,773.631,4.49,6.2,0.0,1009300.0,5154337.6,139464.0,423582.4,18.4,0.0,21.6,29595.2,18827.8,35654.4,34.4,53.0,11.0,1.2,0.0,1.473775,4
1.37,9.155,21.567,8858.624,362.625,1.1,854.243,3.78,4.8,0.2,1009014.4,5275775.2,139469.6,419776.0,91.2,0.0,113.0,26979.2,17354.0,36518.2,39.6,49.8,9.6,1.2,0.0,1.451331,4
1.17,9.427,23.808,22788.096,328.331,1.29,727.711,4.98,5.6,0.8,1008668.8,5685204.0,139598.4,422501.6,19.2,0.0,60.0,28379.2,17934.4,37721.4,39.0,51.2,9.0,1.4,0.0,1.3991,4
1.16,9.185,30.169,19776.512,362.014,1.17,589.27,5.84,6.6,0.0,1007308.0,5917579.2,139653.6,425033.6,25.6,16764.8,26.4,44207.2,17949.2,35907.2,35.0,53.4,10.2,1.2,0.0,1.341271,4
1.04,9.222,25.978,33479.68,411.284,1.05,438.656,8.16,7.8,0.0,1007052.0,6227427.2,139668.0,419972.8,19.2,0.0,21.6,28837.6,18224.0,37298.6,32.2,58.0,8.6,1.2,0.0,1.371871,4
0.91,9.455,38.647,22827.008,298.181,1.61,455.516,7.65,6.0,0.4,1006620.0,6346560.8,139684.0,422404.8,50.4,0.0,50.4,23405.6,17574.6,37427.4,34.8,53.8,10.0,1.6,0.0,1.242799,4
0.52,9.057,38.287,37269.504,190.088,2.2,256.959,12.64,6.0,0.2,1379473.6,1883602.4,32907.2,340244.0,55980.8,107415.2,88328.0,125557.6,20657.0,30479.6,15.6,74.4,5.2,4.8,0.0,1.485779,4
0.57,8.426,37.833,43099.136,215.543,2.06,289.977,13.05,6.8,0.0,1122602.4,2956624.0,26584.8,252707.2,42164.8,42608.0,51180.8,66804.8,19809.6,32672.4,16.8,72.2,7.0,4.0,0.0,1.269524,4
0.56,9.879,38.316,65792.0,184.867,2.4,283.122,15.1,6.6,0.2,1071836.0,3741068.8,112682.4,355921.6,328.0,0.0,3339.8,28216.0,18208.2,39090.8,23.8,64.4,10.2,2.0,0.0,1.095447,4
0.57,9.5,45.66,65761.28,211.503,2.07,277.541,15.79,8.6,0.2,1094028.8,4166218.4,117764.8,348950.4,88.8,0.0,1405.2,28161.6,18072.4,37857.6,25.2,66.6,6.6,1.4,0.0,1.086772,4
0.6,10.079,44.918,66358.272,204.899,2.23,316.565,13.31,6.2,0.0,1092339.2,3884956.8,133933.6,357546.4,307.2,0.0,1315.2,31672.8,19192.2,40645.4,22.4,68.0,8.4,1.0,0.0,1.057887,4
0.62,9.23,61.962,65415.168,191.857,2.24,337.364,12.94,5.8,0.6,1091776.0,4001984.0,138766.4,348800.0,23.2,0.0,28.8,29529.6,17375.4,36831.2,26.6,65.8,6.8,0.8,0.0,1.0755,4
0.85,9.446,66.151,31545.344,214.507,1.99,502.057,7.46,4.8,0.0,1090956.8,2919552.0,139959.2,363572.0,24.0,0.0,191.2,28862.4,17131.6,38592.0,33.2,57.2,8.2,1.8,0.0,1.144533,4
0.8,9.093,78.507,56486.912,162.938,2.63,520.561,7.38,5.6,0.2,1090496.0,3008349.6,140352.8,363436.0,30.4,0.0,126.4,30538.4,16471.8,35451.2,30.6,61.4,7.4,0.8,0.0,1.141068,4
0.79,9.621,57.635,55095.296,156.338,3.13,528.304,7.43,6.4,0.2,1090137.6,3129086.4,140501.6,371768.8,40.0,0.0,704.8,31330.4,17829.8,39611.0,32.2,60.8,6.0,1.2,0.0,1.040495,4
0.8,9.872,72.07,52132.864,158.342,2.88,521.277,7.51,5.0,0.2,1089932.8,3263997.6,140560.8,372718.4,16.0,0.0,16.0,30067.2,18230.6,39291.6,31.4,60.0,7.4,1.0,0.0,1.049234,4
0.86,9.4,83.618,50274.304,174.589,2.61,562.831,6.77,6.2,0.2,1029852.0,3428564.0,140593.6,373280.8,77.6,0.0,77.6,28243.2,17317.0,38176.6,35.0,57.0,6.6,1.4,0.0,1.060812,4
1.02,9.638,83.455,38746.112,234.691,1.78,610.58,6.04,5.8,0.0,1029409.6,3811834.4,140603.2,368264.8,54.4,0.0,55.2,31170.4,17570.4,38480.4,35.6,56.2,7.4,0.8,0.0,1.199414,4
0.94,9.939,33.595,36577.28,202.944,2.14,570.018,6.31,6.0,1.0,1028902.4,3861124.8,140615.2,376443.2,22.4,0.0,22.4,29635.2,18971.8,40071.8,35.2,53.8,9.4,1.4,0.0,1.089919,4
0.92,9.659,35.452,40747.008,206.643,1.98,555.901,6.51,4.8,0.4,1026408.0,3975010.4,140660.0,378629.6,61.6,0.0,63.2,27393.6,17961.6,39517.0,30.8,56.8,10.6,1.8,0.0,1.234479,4
0.93,9.784,46.515,46648.32,223.942,2.0,548.692,6.81,8.2,0.0,1022391.2,4212435.2,140680.0,379504.8,22.4,0.0,22.4,30918.4,18350.6,39798.6,28.0,59.2,11.4,1.4,0.0,1.062304,4
0.96,9.142,40.678,45473.792,248.588,1.92,549.048,6.79,6.8,0.2,1021896.0,4428187.2,140843.2,393769.6,85.6,0.0,961.6,31248.8,17697.8,36318.4,30.8,60.8,7.8,1.2,0.0,1.148029,4
0.97,9.543,57.744,45368.32,248.517,1.71,523.541,7.0,4.6,0.2,1020665.6,4893300.8,141057.6,428556.0,9.6,0.0,23.2,30964.8,17497.0,37732.0,32.6,57.0,9.2,1.2,0.0,1.237972,4
1.12,9.172,34.349,37770.24,294.855,1.41,665.446,5.46,4.6,0.0,999437.6,4669389.6,141093.6,422735.2,48.0,0.0,49.6,31156.8,18434.2,37190.8,28.8,60.4,10.2,0.6,0.0,1.174259,4
1.27,9.158,60.023,29841.408,358.259,1.23,827.219,4.43,5.8,0.2,989125.6,4690187.2,141120.0,430935.2,35.2,0.0,56.0,31391.2,17216.8,35743.4,34.8,58.2,6.8,0.6,0.0,1.039486,4
1.24,9.433,59.845,26244.096,354.335,1.23,812.377,4.4,6.6,0.0,981901.6,5085076.0,141432.0,448313.6,0.0,0.0,6.4,32568.8,18305.8,38190.8,29.8,60.2,9.4,0.6,0.0,1.067724,4
1.3,9.726,41.494,23498.752,390.53,1.09,883.87,4.13,6.4,0.0,981450.4,4917990.4,141465.6,450852.8,4.0,0.0,5.6,34147.2,16790.2,39316.0,33.0,59.0,7.6,0.0,0.0,1.065598,4
1.46,9.126,79.807,19165.184,422.464,0.93,1048.576,3.45,5.8,0.8,981291.2,4856622.4,141484.0,447888.8,7.2,0.0,7.2,30400.0,17398.6,36110.4,42.0,50.2,7.0,1.0,0.0,1.234699,4
1.17,9.305,37.599,28331.008,334.871,1.33,753.01,4.71,8.0,0.4,1103151.2,5253276.0,141500.8,455417.6,8.8,51029.6,8.8,78541.6,16645.4,36912.0,36.8,54.0,8.2,1.4,0.0,1.076345,4
1.26,8.871,95.937,29309.952,350.787,1.16,857.981,4.25,5.2,0.0,948000.0,5269703.2,141512.0,455744.0,2.4,0.0,24.6,30688.0,16285.6,35173.6,41.6,50.0,7.6,1.0,0.0,1.167275,4
1.26,9.244,68.634,34827.264,441.276,0.94,717.743,5.12,6.2,0.0,947232.0,5929285.6,141521.6,458536.0,48.0,0.0,72.0,30995.2,16819.4,36120.2,38.2,54.4,6.6,0.8,0.0,1.189166,4
1.2,9.78,81.586,37594.112,452.742,0.97,515.845,6.84,5.4,0.2,947232.0,6010015.2,141556.8,457051.2,4.0,0.0,4.8,28482.4,18237.0,38718.0,33.8,56.6,8.4,1.2,0.0,1.079014,4
1.06,8.733,50.232,31725.568,387.073,1.02,456.411,7.05,7.0,0.4,955100.8,6262115.2,141577.6,453855.2,9.6,40592.0,9.6,67900.0,17772.4,36914.6,28.8,57.6,12.0,1.8,0.0,1.316777,4
0.92,8.416,71.16,21041.152,265.36,1.62,418.522,7.32,6.4,0.0,946179.2,6391626.4,141592.0,457554.4,2.4,26214.4,3.2,52696.0,16689.6,32647.6,36.2,53.4,8.6,1.6,0.0,1.376899,4
0.69,6.263,41.801,32375.808,244.541,2.06,317.293,10.76,11.6,0.2,1155860.0,316859.2,46624.0,301825.6,6931.2,120495.2,28976.8,139095.2,16857.2,25066.4,27.6,69.0,1.8,1.6,0.0,2.904174,4
0.7,7.059,52.115,24710.144,248.602,1.9,334.885,11.46,10.6,0.4,1257736.8,814771.2,32215.2,400280.0,7852.0,80724.8,22087.0,99206.4,18963.4,26963.8,28.8,66.8,2.4,2.0,0.0,2.044031,4
0.75,7.977,29.185,34501.632,273.294,1.75,353.281,12.12,8.8,0.2,1065846.4,2887804.0,41304.8,347770.4,1388.8,3620.0,7255.8,27356.8,15906.0,31591.6,31.6,65.6,3.0,0.2,0.0,1.701096,4
0.74,7.294,41.338,20143.104,260.82,1.8,343.393,12.3,8.8,0.0,1130019.2,1126128.0,96144.0,380716.0,3532.8,48089.6,6588.8,69996.0,17260.4,30053.2,32.2,64.2,2.4,1.2,0.0,1.916151,4
0.77,8.326,35.474,35633.152,275.826,1.79,361.404,12.33,7.0,0.2,1005784.8,3389057.6,124972.0,386773.6,216.8,0.0,2713.6,26016.0,15721.6,33133.4,35.4,60.8,3.8,0.4,0.0,1.545441,4
0.71,8.659,29.858,44689.408,251.185,2.06,322.621,14.39,7.2,0.4,1003273.6,4396202.4,134044.8,402745.6,169.6,0.0,1316.8,26063.2,17378.2,34245.4,36.4,59.4,3.8,0.6,0.0,1.445571,4
0.74,8.196,22.485,40967.168,267.658,1.94,347.754,13.16,10.0,0.2,1002673.6,4472821.6,136990.4,400908.0,336.0,0.0,894.6,26114.4,16656.6,32699.0,34.6,61.6,3.4,0.4,0.0,1.511464,4
0.74,8.559,26.778,37246.976,266.778,1.92,346.598,13.12,9.2,0.4,1001465.6,4797971.2,137747.2,408760.8,57.6,0.0,68.8,27604.8,15753.0,33719.6,39.0,57.2,3.2,0.2,0.0,1.453916,4
0.74,8.494,26.473,38942.72,257.424,1.83,330.893,13.45,8.0,0.4,1000497.6,4663870.4,138008.8,409214.4,13.6,0.0,36.0,26186.4,17751.2,33831.2,36.8,60.4,2.8,0.4,0.0,1.662628,4
0.75,8.16,32.984,36201.472,256.347,1.91,332.433,13.3,7.2,0.4,998171.2,5051908.0,138134.4,410972.0,27.2,0.0,28.0,25982.4,16253.8,31559.4,35.4,60.0,4.4,0.4,0.0,1.533761,4
0.74,8.391,27.577,38683.648,266.101,1.92,343.576,13.33,8.8,0.0,997887.2,4753439.2,138156.8,410012.0,77.6,0.0,96.8,26788.0,16936.0,33606.4,37.8,57.6,4.0,0.4,0.0,1.423614,4
0.73,8.599,26.768,44581.888,250.182,2.02,336.015,13.12,8.4,0.2,997016.0,4571938.4,138312.8,409717.6,77.6,0.0,112.6,26869.6,16966.0,33686.2,40.4,54.8,4.6,0.8,0.0,1.519409,4
0.74,8.469,28.642,43245.568,255.121,1.98,329.882,13.02,8.8,0.4,996592.8,4997780.8,138336.8,409821.6,50.4,0.0,52.0,25345.6,16604.2,31809.8,35.4,60.8,3.6,0.2,0.0,1.406228,4
0.81,8.049,27.651,40165.376,229.69,2.08,404.401,10.0,8.2,0.0,990245.6,4136596.8,138352.0,410848.8,53.6,0.0,53.6,26503.2,15724.0,31843.0,37.0,59.4,3.6,0.2,0.0,1.684413,4
0.73,8.606,24.178,40279.04,229.472,2.24,318.375,13.25,9.0,0.4,989470.4,4783152.8,138364.8,407731.2,62.4,0.0,63.2,21147.2,17669.6,34220.6,35.6,60.0,4.2,0.2,0.0,1.515913,4
0.93,8.701,22.555,19577.856,226.793,2.11,493.044,7.96,7.2,0.8,989156.8,3942547.2,138384.0,406889.6,44.8,0.0,48.8,22048.8,18376.2,35194.4,41.0,55.2,3.6,0.8,0.0,1.585133,4
0.92,8.731,26.485,26296.32,216.01,2.26,519.786,7.82,7.4,0.2,988638.4,4166602.4,138396.0,412051.2,80.8,0.0,160.0,27394.4,18071.2,34634.4,41.2,54.8,4.0,0.6,0.0,1.611133,4
0.89,6.843,26.953,12738.56,286.627,1.61,481.741,7.45,8.6,0.2,1817820.8,4041340.8,138403.2,412580.0,32.8,208417.6,54.4,228376.0,14692.6,25442.2,35.4,60.6,3.6,0.8,0.0,2.077277,4
0.93,8.489,22.68,27693.056,251.452,1.91,518.33,7.91,7.2,0.0,986708.8,4720116.8,138423.2,416128.8,92.0,0.0,92.0,26966.4,17846.0,33363.0,41.2,54.0,4.4,0.6,0.0,1.649701,4
1.01,8.645,24.606,14361.6,281.825,1.77,545.155,7.24,7.6,0.0,986234.4,4850305.6,138426.4,417273.6,6.4,0.0,6.4,28240.0,18503.6,35053.4,39.6,56.2,4.0,0.6,0.0,1.480474,4
0.93,7.453,27.159,7675.904,316.208,1.63,472.641,8.0,8.0,0.2,1631733.6,4910974.4,138436.0,413507.2,12.8,166212.8,13.6,188629.6,15560.6,28841.0,36.8,58.8,3.8,1.0,0.0,1.625644,4
1.03,8.907,21.02,21942.272,316.456,1.63,570.243,7.2,9.2,0.4,985532.0,5529316.8,138443.2,417500.8,16.0,0.0,117.8,24486.4,16707.0,35377.6,42.6,53.8,3.2,0.4,0.0,1.288668,4
0.89,7.628,22.318,17699.84,294.351,1.66,443.817,8.48,7.0,0.0,1318844.8,5542963.2,138448.0,413744.0,68.0,103840.0,94.4,127438.4,16433.0,30260.6,35.0,58.8,5.4,0.8,0.0,1.504883,4
1.23,8.144,29.08,8167.424,370.502,1.24,726.053,5.35,9.4,0.0,984460.0,5447224.0,138456.8,410727.2,13.6,0.0,14.4,26734.4,16465.4,32582.4,44.6,51.0,4.2,0.4,0.0,1.756664,4
1.22,8.54,24.65,5974.016,363.745,1.32,732.334,5.29,7.8,0.4,983692.0,5645047.2,138463.2,416948.0,178.4,0.0,315.2,25808.8,17184.2,34073.0,48.0,49.0,3.0,0.4,0.0,1.571597,4
1.1,8.721,26.478,7769.088,316.273,1.64,645.157,5.97,9.6,0.2,982924.0,5938536.0,138499.2,417016.0,72.8,0.0,663.2,28468.0,17879.4,35092.2,40.8,56.2,2.8,0.2,0.0,1.288495,4
1.09,8.65,25.27,17126.4,393.177,1.22,531.996,7.44,10.2,0.0,982156.0,6283535.2,138512.8,420800.0,52.8,0.0,56.0,27670.4,17783.0,34623.6,41.8,54.8,3.2,0.4,0.0,1.519887,4
1.03,8.432,33.313,21853.184,347.994,1.42,497.184,7.86,7.6,0.4,981200.0,6495721.6,138524.0,421806.4,91.2,0.0,156.8,27616.8,15967.4,32087.6,40.6,54.8,4.0,0.4,0.0,1.482513,4
0.7,7.17,45.859,29624.32,261.714,1.96,344.111,11.28,8.2,0.8,1217406.4,1523629.6,40872.8,262113.6,17311.2,85997.6,37793.4,105552.8,18210.0,27545.2,25.0,71.2,2.2,1.8,0.0,2.312796,4
0.69,7.568,44.792,26992.64,257.52,2.12,340.014,11.34,10.8,0.4,1187700.8,1323108.0,42850.4,282353.6,36989.6,71040.0,56330.4,92739.2,18482.0,28879.4,25.6,70.2,3.0,1.6,0.0,2.154876,4
0.71,8.269,39.572,44778.496,256.389,1.76,335.216,13.36,6.4,0.2,1088393.6,3640680.8,106935.2,374376.0,257.6,0.0,2960.4,27619.2,16799.4,33627.6,29.4,64.6,5.4,0.8,0.0,1.45721,4
0.7,7.466,51.568,29632.512,270.743,1.71,354.335,11.84,7.6,0.2,1232720.8,2109422.4,128481.6,378325.6,3725.6,104091.2,3888.4,127540.0,17786.8,30933.0,33.2,61.6,4.0,1.0,0.0,1.919762,4
0.73,8.526,41.137,28460.032,250.691,1.91,326.474,13.48,8.2,0.2,1027520.8,2984909.6,135591.2,387880.8,357.6,0.0,1648.0,26980.8,16174.2,32379.2,36.0,59.6,4.0,0.8,0.0,1.336797,4
0.75,8.799,35.558,28718.08,261.883,1.89,354.875,12.63,8.4,0.2,1025707.2,2991759.2,137968.8,395768.0,97.6,0.0,129.2,27134.4,16398.0,35356.4,33.0,62.8,3.8,0.4,0.0,1.222588,4
0.72,8.464,45.422,42897.408,261.785,1.98,343.623,13.25,7.8,0.0,1024961.6,4875456.8,138741.6,388540.0,45.6,0.0,48.8,27252.8,16297.2,33950.0,34.8,59.8,5.0,1.0,0.0,1.189914,4
0.71,8.703,42.725,43916.288,249.014,1.92,320.564,13.69,10.0,0.0,1020550.4,5001641.6,139062.4,391180.8,51.2,0.0,77.6,26270.4,15445.6,33437.6,33.8,60.6,4.6,0.8,0.0,1.4125,4
0.96,8.042,47.169,1622.016,229.589,1.89,503.0,7.63,7.2,0.0,1020132.0,2355131.2,139136.8,392195.2,89.6,0.0,193.4,26368.8,15424.6,31821.6,43.0,52.4,4.0,0.8,0.0,1.6431,4
0.7,8.726,42.29,43222.016,237.741,1.97,307.123,13.43,5.6,0.6,1019628.0,5306940.0,139206.4,397666.4,19.2,0.0,164.0,27240.8,17643.2,34859.8,33.0,60.4,5.2,0.8,0.0,1.504344,4
0.68,9.086,45.794,47041.536,238.724,2.1,308.279,14.25,8.6,0.0,1019243.2,4847268.0,139265.6,403507.2,69.6,0.0,75.2,28549.6,17763.8,36618.4,35.4,58.2,5.8,1.0,0.0,1.400435,4
0.84,8.794,49.192,38798.336,197.978,2.28,459.45,8.53,6.6,0.4,1018404.8,3458328.8,139292.0,397587.2,11.2,0.0,11.2,29108.8,17653.2,35543.0,37.8,55.4,6.0,1.0,0.0,1.561212,4
0.93,8.472,55.39,18999.296,212.831,2.26,534.835,7.22,5.8,0.0,1017304.8,3115679.2,139307.2,401014.4,98.4,0.0,295.2,28352.0,16512.6,34139.8,38.2,55.8,5.4,0.6,0.0,1.390883,4
0.82,8.608,40.475,39418.88,207.952,2.31,458.939,8.76,8.2,0.2,1016701.6,4044441.6,139332.0,402324.8,80.0,0.0,173.4,26216.0,17121.4,33660.2,35.2,59.4,4.8,0.8,0.0,1.405195,4
0.82,8.934,45.284,37500.928,201.484,2.4,440.916,9.02,6.0,0.4,1016196.8,4031824.0,139337.6,397224.8,32.8,0.0,34.4,27739.2,18019.8,36895.0,35.0,58.6,5.4,1.0,0.0,1.37509,4
0.82,8.961,39.18,32770.048,192.567,2.65,466.317,8.41,8.6,0.0,1014107.2,4241435.2,139353.6,397094.4,31.2,0.0,40.0,27284.8,17619.8,35507.6,37.6,57.4,4.6,0.6,0.0,1.227414,4
0.91,8.545,48.43,29640.704,218.695,2.17,524.196,7.35,9.2,0.4,1013576.8,4043548.8,139372.0,405682.4,80.0,0.0,852.4,26540.8,17730.4,34047.2,41.4,52.6,5.4,1.0,0.0,1.474676,4
0.99,8.657,38.185,25144.32,252.583,1.82,529.368,6.96,7.8,0.0,1013408.0,4815046.4,139400.8,404900.8,32.0,0.0,33.6,27641.6,16672.8,34015.2,40.8,53.0,5.6,0.8,0.0,1.527057,4
0.92,8.803,30.729,26490.88,233.284,2.01,494.239,7.55,6.4,0.2,1012900.0,4692540.0,139420.0,405639.2,27.2,0.0,27.2,27482.4,17963.4,34553.4,36.2,56.8,6.4,0.8,0.0,1.500966,4
1.0,8.559,34.511,31064.064,282.519,1.73,527.086,7.51,6.6,0.6,1008592.8,5191468.8,139577.6,407310.4,24.0,0.0,203.6,27892.0,17170.8,34270.0,41.2,54.4,4.4,0.2,0.0,1.306606,4
1.04,8.985,26.115,25780.224,291.676,1.63,566.338,6.81,9.2,0.8,1006852.0,5362085.6,140213.6,427261.6,2221.6,0.0,6996.6,27151.2,18696.6,36384.4,37.4,57.0,5.2,0.8,0.0,1.53601,4
1.11,8.884,24.063,21364.736,324.033,1.41,636.328,5.99,6.2,0.2,1006442.4,5302191.2,140237.6,430012.0,45.6,0.0,56.8,27982.4,17600.0,35695.0,36.0,57.6,5.8,0.6,0.0,1.484092,4
1.23,8.203,46.759,17882.112,364.26,1.19,741.499,5.15,9.0,0.0,1005828.0,5382055.2,140364.0,441045.6,148.8,0.0,2146.4,27133.6,16207.8,32950.0,42.4,52.4,4.8,0.6,0.0,1.679739,4
1.14,9.032,32.517,12494.848,342.46,1.41,690.505,5.49,6.8,0.0,1005572.0,5433180.8,140419.2,444917.6,13.6,0.0,20.8,28362.4,18201.2,36197.2,40.6,52.2,6.8,0.8,0.0,1.384855,4
1.24,9.087,32.261,5767.168,355.012,1.35,777.489,4.74,9.4,0.2,1005572.0,5578296.0,140425.6,444712.8,52.8,0.0,52.8,29728.0,17955.8,36557.0,39.6,52.8,6.8,0.8,0.0,1.393559,4
1.07,9.384,29.643,20664.32,341.131,1.38,613.074,6.51,6.8,0.0,1004804.0,6121226.4,140444.0,446338.4,22.4,0.0,23.2,30125.6,18292.8,37411.8,41.2,53.4,5.2,0.8,0.0,1.360363,4
1.02,8.982,28.687,26420.224,374.868,1.3,417.6,8.96,6.8,0.2,1004548.0,6256596.0,140452.0,443698.4,7.2,0.0,12.0,25934.4,18612.2,35420.6,36.8,56.6,6.0,1.0,0.0,1.326506,4
0.93,9.005,28.127,18530.304,314.045,1.63,473.627,8.21,6.8,0.0,1004548.0,6422882.4,140452.0,439732.0,7.2,0.0,9.6,26600.0,18549.4,35811.8,39.8,55.0,4.8,0.6,0.0,1.251667,4
0.54,6.541,87.528,12894.208,197.866,2.18,281.907,9.3,9.8,1.0,1395893.6,115612.8,14945.6,276537.6,42233.6,149488.8,64504.2,164047.2,21179.4,25907.0,16.2,75.8,2.0,6.2,0.0,1.844228,4
0.62,7.769,55.778,23002.112,228.485,1.95,309.455,11.96,8.8,0.2,1270339.2,2046409.6,30962.4,288191.2,60936.8,91178.4,84724.4,110451.2,19604.8,28800.0,18.8,74.2,3.4,3.4,0.0,1.657474,4
0.63,6.964,71.635,38218.752,252.517,1.71,326.494,12.28,7.2,0.0,1254528.0,1840048.0,64121.6,315426.4,257.6,110536.0,2663.8,133018.4,15357.4,28465.4,27.4,66.4,5.0,1.0,0.0,1.630995,4
0.62,8.71,31.672,48290.816,212.83,1.98,283.873,14.51,6.4,0.6,1048416.0,4413664.0,107414.4,346584.0,24.0,0.0,1237.6,26804.8,17527.8,35745.6,27.4,61.2,10.2,1.2,0.0,1.429232,4
0.61,8.992,16.65,48304.128,214.438,2.07,279.126,14.53,5.0,0.2,1047748.8,4397904.8,129368.0,357540.0,380.0,0.0,856.4,27261.6,19970.0,36360.2,24.8,64.4,9.6,1.4,0.0,1.49187,4
0.62,9.188,16.485,55176.192,215.916,1.92,278.536,14.92,6.8,0.6,1030811.2,4781076.8,136495.2,364478.4,77.6,0.0,79.2,27129.6,18475.8,36949.4,25.4,62.4,10.8,1.4,0.0,1.541213,4
0.67,7.351,29.013,25646.08,258.235,1.72,333.192,10.31,5.4,0.6,1529820.8,2916248.8,138540.0,366740.0,69.6,186044.8,69.6,207122.4,17262.4,30089.6,23.4,64.8,10.0,1.8,0.0,1.550406,4
0.79,9.589,21.092,28228.608,202.321,2.27,437.268,8.72,7.6,0.2,1028093.6,3071527.2,139232.0,366684.0,122.4,0.0,249.4,29219.2,18565.2,38588.6,29.6,60.0,9.6,1.0,0.0,1.321332,4
0.68,9.378,21.812,57040.896,198.501,2.14,351.446,11.85,6.6,0.0,1027648.8,4199062.4,139644.8,375182.4,56.0,0.0,144.6,26995.2,18153.4,37471.0,26.2,63.2,9.8,1.2,0.0,1.408674,4
0.64,9.457,18.669,53898.24,198.655,2.14,304.124,12.66,6.0,0.2,1027040.0,4410816.8,139760.8,379535.2,44.8,0.0,52.8,27575.2,18912.8,36658.0,25.4,61.4,11.6,1.6,0.0,1.441906,4
0.73,9.234,14.647,49164.288,182.324,2.34,380.075,9.82,6.4,0.4,1026372.8,3978256.8,139813.6,377506.4,29.6,0.0,32.8,26216.8,17751.4,35605.0,26.8,60.8,11.0,1.4,0.0,1.349282,4
0.73,9.307,24.148,47414.272,174.572,2.53,388.322,9.64,5.8,0.2,1025733.6,3977384.0,139924.8,394984.8,158.4,0.0,1215.2,28000.8,17510.0,37380.2,25.2,63.6,10.2,1.4,0.0,1.559653,4
0.73,7.525,23.76,23705.6,259.635,1.68,378.638,8.47,8.6,0.8,1769067.2,3417942.4,140216.8,415012.8,36.0,213528.0,36.0,233923.2,15469.2,28846.4,23.8,64.8,9.6,2.2,0.0,1.670473,4
0.92,9.423,13.66,35676.16,190.228,2.23,549.602,6.47,4.8,0.2,1008221.6,3348484.0,140232.8,415896.0,38.4,0.0,41.6,29353.6,20245.8,37875.0,33.6,55.2,9.6,1.4,0.0,1.443138,4
0.95,9.615,17.406,26241.024,209.248,2.11,545.062,6.35,4.6,0.2,1007578.4,4014990.4,140268.0,434025.6,80.8,0.0,226.4,30339.2,19033.0,40093.0,31.4,57.6,10.0,1.6,0.0,1.349557,4
0.9,9.441,23.445,34434.048,200.996,2.2,516.643,6.95,7.0,0.2,1007152.0,4313756.0,140280.0,425208.8,13.6,0.0,14.4,28264.0,18444.6,38221.6,32.6,56.2,10.4,1.4,0.0,1.270421,4
0.92,9.19,26.43,32664.576,213.54,2.02,507.43,6.98,5.4,0.8,1006936.0,4208075.2,140290.4,428480.0,20.0,0.0,20.8,27810.4,18858.4,36531.0,32.8,55.4,10.6,1.8,0.0,1.358982,4
0.88,7.566,28.653,22103.04,276.59,1.49,450.047,7.18,7.6,0.2,1623742.4,4881917.6,140318.4,425580.0,0.0,181673.6,0.0,204741.6,16151.6,30048.6,28.8,61.6,7.8,1.6,0.0,1.548053,4
1.0,9.498,24.973,32582.656,263.346,1.71,535.257,6.72,7.2,0.2,1004264.0,5091316.0,140353.6,431214.4,39.2,0.0,39.2,28069.6,19269.8,37826.8,34.2,55.0,9.2,1.6,0.0,1.246001,4
1.11,9.361,28.266,26452.992,298.527,1.44,620.643,5.66,8.0,0.0,1003624.8,4907115.2,140371.2,424469.6,11.2,0.0,35.2,27605.6,18497.0,36883.8,32.2,58.4,8.0,1.4,0.0,1.344029,4
0.9,7.38,43.062,16726.016,287.532,1.47,477.211,6.61,6.6,0.2,1500930.4,4925661.6,140385.6,430752.0,46.4,207370.4,88.0,227690.4,15554.6,27880.6,29.0,64.2,5.8,1.4,0.0,1.54648,4
0.78,8.861,51.601,26401.792,227.317,2.05,440.073,7.93,7.6,0.0,1240520.8,5434450.4,140394.4,426419.2,32.0,92445.6,32.0,117865.6,18529.2,35724.0,27.8,63.0,7.2,2.0,0.0,1.228012,4
1.26,8.869,51.074,15991.808,369.756,1.18,820.965,4.42,7.4,0.2,1003036.8,5172435.2,140418.4,431854.4,19.2,0.0,20.8,29616.8,17191.2,35639.2,41.2,51.6,6.6,1.0,0.0,1.237939,4
1.23,8.691,38.14,16353.28,307.43,1.23,711.201,4.53,6.4,0.2,1002124.0,5504586.4,140436.0,426020.0,64.0,7900.8,64.8,34284.0,16242.8,35133.8,39.0,51.4,8.2,1.0,0.0,1.51541,4
1.14,8.864,44.219,20564.992,335.222,1.25,697.604,5.18,8.6,0.2,1001868.0,5734882.4,140443.2,428780.8,18.4,0.0,49.2,27456.8,17193.6,35467.8,34.6,57.0,7.8,1.0,0.0,1.366626,4
1.1,9.357,33.397,27273.216,354.044,1.23,579.329,6.25,6.2,0.2,1000940.0,6065240.8,140456.0,429359.2,15.2,0.0,15.2,29252.8,18135.0,36158.6,34.8,55.6,8.2,1.0,0.0,1.307076,4
