ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%),r (procs),b (procs),Swap (KB),Free (KB),Buffers (KB),Cached (KB),si (KB/s),so (KB/s),bi (blocks/s),bo (blocks/s),in (interrupts/s),cs (context switches/s),us (%),sy (%),id (%),wa (%),st (%),avg-latency(ms),category
0.94,9.324,70.073,43317.248,251.725,1.87,540.877,7.38,7.4,0.2,998563.2,4743109.6,141069.6,357750.4,131.2,0.0,131.2,29480.8,17337.0,37581.8,35.6,56.6,7.0,0.8,0.0,1.175383,4
0.98,9.007,60.375,41619.456,268.02,1.63,528.663,7.17,6.4,0.4,998256.0,4886616.8,141081.6,360320.8,23.2,0.0,23.2,29089.6,17521.6,35864.6,35.2,56.2,7.8,1.0,0.0,1.383976,4
1.09,9.979,42.285,31220.736,313.324,1.53,646.551,5.89,7.0,0.0,997744.0,5016130.4,141097.6,356663.2,89.6,0.0,90.4,30898.4,18404.8,39722.4,31.2,60.4,7.4,1.0,0.0,1.096299,4
1.1,9.485,51.947,27343.872,307.523,1.52,673.44,5.58,6.6,0.0,997744.0,5233844.0,141100.0,358895.2,8.8,0.0,11.2,30817.6,18569.0,37659.2,37.2,55.2,6.8,1.0,0.0,1.208966,4
1.17,9.323,53.26,24246.272,335.639,1.48,739.345,5.0,8.0,0.2,997129.6,5202099.2,141428.0,372332.0,882.4,0.0,4459.8,29583.2,17563.6,37226.6,39.4,53.6,6.4,1.0,0.0,1.237192,4
1.28,9.152,65.064,20742.144,380.523,1.16,844.806,4.38,8.2,0.4,996976.0,5307570.4,141604.0,381772.0,39.2,0.0,40.0,29304.8,17246.4,37564.4,41.0,51.6,6.4,0.8,0.0,1.290912,4
1.3,9.11,76.018,16227.328,370.282,1.16,840.393,4.34,8.8,0.2,992040.0,5344542.4,141616.0,377964.8,5.6,0.0,5.6,27728.0,16861.6,36585.2,42.8,49.2,7.2,1.2,0.0,1.24229,4
1.3,9.315,57.132,13059.072,369.98,1.23,879.389,4.16,7.2,0.2,991784.0,5447563.2,141642.4,386395.2,9.6,0.0,11.2,26277.6,17617.4,36370.8,45.8,47.6,6.0,0.8,0.0,1.168731,4
1.12,9.348,53.979,23435.264,322.585,1.42,718.405,5.28,5.6,0.2,991784.0,5825802.4,141652.0,386153.6,10.4,0.0,10.4,24582.4,17266.4,37683.2,42.6,49.8,6.6,1.2,0.0,1.197709,4
1.13,9.4,36.135,28327.936,399.843,1.13,513.738,6.95,6.2,0.4,991172.0,6075343.2,141652.0,379617.6,5.6,0.0,5.6,25118.4,17945.4,37247.0,35.0,57.0,7.2,1.0,0.0,1.213783,4
1.12,9.122,53.309,31975.424,422.662,1.08,511.639,7.23,5.4,0.2,990502.4,6277613.6,141660.8,385852.8,12.0,0.0,20.8,22460.8,17862.0,36049.2,35.4,55.0,8.0,1.6,0.0,1.161812,4
0.86,9.506,44.813,19713.024,271.773,1.77,444.384,7.86,7.6,0.0,990400.0,6462360.8,141677.6,382278.4,41.6,0.0,41.6,26041.6,18592.4,37968.0,40.2,51.0,7.6,1.4,0.0,1.333128,4
0.62,8.229,66.575,16812.032,237.403,2.16,317.452,11.4,9.8,0.0,1114456.0,1904852.0,19657.6,234229.6,13569.6,47172.0,51749.8,64811.2,18689.6,32256.8,19.0,74.4,3.2,3.6,0.0,1.354012,4
0.57,8.704,44.286,55512.064,211.375,1.81,285.681,14.27,4.6,1.0,1102479.2,4526383.2,35961.6,284350.4,4902.4,5524.8,8553.4,27412.0,17633.8,33722.6,24.6,68.6,4.8,2.0,0.0,1.471649,4
0.78,8.38,55.15,33335.296,196.479,1.96,426.084,8.83,7.0,0.0,1048462.4,2869626.4,77008.0,334680.8,157.6,0.0,1522.4,25086.4,16361.4,32828.6,27.8,64.8,6.4,0.6,0.0,1.372466,4
0.6,9.114,30.033,71507.968,207.27,2.11,301.381,14.8,8.4,0.0,1049913.6,4278510.4,76511.2,317249.6,138.4,0.0,3780.8,24433.6,16478.2,36400.0,29.8,62.2,6.8,1.4,0.0,1.292481,4
0.78,9.719,58.375,34412.544,204.072,2.15,455.855,8.53,7.6,0.0,1047968.0,3011566.4,116974.4,334791.2,60.0,0.0,164.8,26717.6,17805.6,37986.4,33.0,59.0,6.8,1.4,0.0,1.1052,4
0.63,9.97,37.175,62833.664,196.993,2.36,353.112,12.08,8.0,0.0,1047251.2,4149636.0,129243.2,342215.2,57.6,0.0,311.2,27622.4,18512.0,39958.4,27.2,65.2,6.2,1.2,0.0,1.053819,4
0.65,9.326,31.849,62458.88,180.796,2.24,344.71,11.29,5.0,0.2,1046944.0,3837603.2,132886.4,348938.4,1.6,0.0,10.4,24451.2,18789.4,37061.4,23.2,64.8,10.8,1.4,0.0,1.283318,4
0.71,9.511,53.344,59492.352,176.092,2.35,430.344,8.99,5.8,0.4,1046278.4,3552910.4,133695.2,348276.8,20.0,0.0,24.8,25712.8,17931.8,37922.2,24.8,66.0,8.2,1.4,0.0,1.175092,4
0.96,9.911,62.299,30142.464,176.162,2.57,629.78,5.65,7.0,0.0,1024631.2,2701968.8,133973.6,350625.6,39.2,0.0,39.2,26202.4,17938.4,39448.0,36.4,54.0,8.6,1.4,0.0,1.001336,4
0.79,10.404,53.075,54154.24,170.804,2.75,525.387,7.66,5.4,0.2,1003622.4,3454563.2,134063.2,357199.2,152.0,0.0,796.2,27775.2,19735.6,41549.0,30.0,62.0,6.6,1.4,0.0,1.006168,4
0.95,10.01,59.129,35454.976,194.703,2.36,608.413,6.05,6.0,1.0,1003302.4,3585472.8,134127.2,357095.2,3.2,0.0,3.2,25746.4,17270.0,39171.2,35.8,55.0,7.6,1.6,0.0,0.976937,4
1.03,9.578,66.069,45795.328,246.644,1.73,623.39,5.85,6.0,0.0,1001288.8,3713887.2,134272.8,367028.0,49.6,0.0,823.2,25569.6,17769.4,38770.8,33.2,57.0,8.8,1.0,0.0,1.198264,4
0.95,9.431,47.484,52519.936,228.408,1.92,593.816,6.59,7.2,0.2,1001016.8,4064650.4,134324.0,362974.4,13.6,0.0,14.4,27632.0,18260.8,37939.4,35.4,57.8,6.0,1.0,0.0,1.16039,4
0.99,9.613,51.385,53238.784,264.604,1.69,608.816,6.6,4.2,0.2,1000475.2,4054672.0,134336.8,380878.4,16.0,0.0,136.0,29126.4,17802.4,38419.8,33.6,59.4,6.6,0.8,0.0,1.051687,4
0.95,9.251,97.339,49173.504,238.7,1.91,560.686,6.78,6.0,0.2,1000354.4,4398849.6,134522.4,375132.8,15.2,0.0,146.4,26570.4,17199.4,36728.6,31.2,60.0,7.8,0.8,0.0,1.047619,4
0.94,10.166,72.299,48716.8,254.483,1.87,559.72,7.13,6.6,0.2,984461.6,4612419.2,135512.0,404533.6,12.0,0.0,12.0,25247.2,18407.8,40288.4,32.6,60.0,6.6,1.0,0.0,0.980589,4
1.02,9.926,89.61,42400.768,269.924,1.68,624.838,6.17,4.6,0.2,984256.0,4712334.4,135536.0,412899.2,6.4,0.0,23.2,26042.4,18979.0,39871.0,34.4,57.0,7.6,1.2,0.0,1.044674,4
0.95,7.349,97.546,26226.688,265.041,1.64,587.255,5.6,7.0,0.4,1246104.8,4208792.0,135595.2,411482.4,66.4,142040.8,1670.4,165349.6,16125.6,30085.2,29.4,63.2,5.6,1.8,0.0,1.246896,4
0.95,7.976,83.828,20277.248,266.937,1.6,572.196,5.5,4.2,0.2,1355917.6,4418734.4,135781.6,420953.6,49.6,167296.8,820.0,191510.4,16364.6,32332.6,30.4,59.2,8.0,2.4,0.0,1.351062,4
1.1,7.56,73.035,26415.104,329.146,1.1,678.735,4.7,6.8,0.2,1325748.0,4797403.2,136121.6,422398.4,13.6,147384.0,14.4,172688.8,15775.2,29949.0,29.4,62.4,7.2,1.2,0.0,1.597102,4
1.39,9.539,107.184,12265.472,388.53,1.04,922.968,3.64,6.8,0.2,975408.0,4802677.6,136148.0,420484.0,5.6,0.0,5.6,29864.8,17201.8,38104.6,41.8,47.8,9.6,1.0,0.0,1.239842,4
1.3,9.458,57.743,20628.48,392.71,1.07,909.382,3.99,6.0,0.6,975152.0,5034693.6,136163.2,422771.2,7.2,0.0,7.2,31490.4,18338.8,37819.8,38.8,53.8,6.8,0.8,0.0,1.114924,4
1.36,9.763,64.899,16058.368,385.957,1.09,934.701,3.69,7.0,0.0,975152.0,5137361.6,136168.0,425553.6,3.2,0.0,3.2,30164.0,18143.2,39615.0,40.2,52.0,7.0,1.2,0.0,1.141682,4
1.22,10.392,40.389,23854.08,344.759,1.34,861.192,4.34,7.0,0.0,975152.0,5466458.4,136180.8,421005.6,12.0,0.0,15.2,30656.0,18385.0,41304.4,45.8,46.8,6.4,1.0,0.0,0.998113,4
1.17,9.278,62.632,34787.328,381.105,1.07,672.29,5.37,5.8,0.0,974896.0,5796060.0,136184.0,424374.4,4.8,0.0,76.0,30392.0,17302.8,36242.8,35.4,56.2,7.4,1.2,0.0,1.212383,4
1.06,7.752,56.031,24610.816,363.145,1.04,492.562,6.35,6.8,0.2,1081812.8,5951874.4,136192.8,423876.8,4.0,106675.2,4.0,131236.0,17048.2,31036.8,31.2,58.2,8.4,2.6,0.0,1.556378,4
1.19,9.341,49.154,37238.784,436.995,0.98,565.624,6.13,5.8,0.2,974412.0,6343272.8,136205.6,421104.8,8.0,0.0,8.0,26741.6,16767.8,37032.8,35.6,53.8,9.0,2.0,0.0,1.095115,4
0.87,8.21,66.551,16950.272,247.589,1.85,423.392,7.18,6.2,0.4,986620.8,6437859.2,136224.0,425625.6,4.0,52428.8,4.8,76924.0,17341.6,32049.8,33.6,55.0,8.8,2.2,0.0,1.361816,4
0.7,7.243,29.767,32151.552,274.4,1.95,357.286,11.68,8.6,0.2,1191316.0,340456.0,35450.4,293324.0,6441.6,112044.8,15095.2,132154.4,19203.4,27411.0,32.8,64.4,2.0,1.2,0.0,2.116363,4
0.71,7.3,41.975,35703.808,264.922,1.92,348.911,12.02,9.6,0.2,1122267.2,595981.6,38444.8,274036.8,8606.4,49221.6,26598.2,69245.6,17251.0,27623.0,30.4,66.0,2.2,1.6,0.0,1.924646,4
0.65,6.81,21.326,45030.4,220.706,1.89,283.171,15.01,8.6,0.2,1059444.8,1619544.0,76284.0,317161.6,216.8,1467.2,3203.2,24492.0,14323.6,27624.2,32.6,64.4,2.8,0.2,0.0,1.970564,4
0.76,8.323,33.0,38371.328,278.949,1.71,361.299,12.54,7.0,0.0,1062520.0,3744085.6,107175.2,331548.0,287.2,0.0,2350.8,26507.2,16932.0,32325.4,35.2,60.8,4.0,0.8,0.0,1.761228,4
0.75,8.514,30.083,40777.728,276.388,1.82,356.7,12.82,8.8,0.6,1060676.8,4083596.0,130723.2,354059.2,155.2,0.0,197.6,27176.8,17791.6,34056.8,32.0,64.2,3.4,0.6,0.0,1.52884,4
0.74,8.659,28.555,39584.768,279.484,2.01,361.943,13.0,8.0,0.0,1059089.6,4114854.4,138028.0,358421.6,114.4,0.0,214.0,26651.2,15970.0,33919.0,33.8,62.4,3.2,0.4,0.0,1.156716,4
0.75,8.45,30.731,44833.792,277.601,1.77,356.698,13.23,8.6,0.0,1058424.0,4566903.2,140104.0,361013.6,184.8,0.0,878.8,28601.6,17327.4,33757.0,33.6,63.2,3.0,0.2,0.0,1.626568,4
0.75,8.209,26.734,36233.216,259.775,1.82,337.518,12.94,8.2,0.0,1057400.0,4935476.0,140693.6,358500.0,31.2,0.0,36.0,26342.4,16992.4,32607.2,34.8,61.4,3.6,0.6,0.0,1.616256,4
0.75,8.665,29.464,42479.616,272.272,1.91,350.822,13.08,7.2,0.4,1056939.2,5124468.8,140859.2,359928.0,77.6,0.0,77.6,28868.0,16718.8,34489.0,36.2,60.0,3.2,0.4,0.0,1.367902,4
0.75,8.61,27.563,35724.288,257.595,2.13,333.601,13.08,10.0,0.0,1021860.0,5281580.0,141052.8,367450.4,98.4,0.0,1385.6,26080.8,17241.2,33665.6,36.0,61.2,2.6,0.4,0.0,1.731417,4
0.75,8.627,30.891,41158.656,266.158,1.93,344.897,12.52,9.8,0.4,1020944.0,5186847.2,141443.2,403581.6,52.0,0.0,52.8,27272.8,16914.4,33472.2,34.0,61.8,4.0,0.4,0.0,1.515327,4
0.72,8.213,33.98,39952.384,249.108,1.96,319.002,13.4,9.8,0.4,1011232.8,5025456.8,141468.0,400824.0,15.2,0.0,28.4,26517.6,15998.2,32418.4,36.6,59.8,3.6,0.2,0.0,1.636193,4
0.79,8.514,27.318,21955.584,257.496,1.94,379.076,11.54,7.6,0.2,1010401.6,4285982.4,141498.4,415076.0,40.0,0.0,50.4,25184.8,17039.0,33733.4,40.6,56.2,2.6,0.2,0.0,1.521109,4
0.75,8.179,28.93,38958.08,244.188,1.94,345.505,12.1,8.8,0.4,1009897.6,4916947.2,141506.4,410704.8,24.0,0.0,26.4,24112.8,17550.0,32525.6,37.4,60.0,2.8,0.2,0.0,1.564528,4
0.75,8.384,32.638,40128.512,235.965,2.07,337.523,12.39,9.2,0.2,1009318.4,4893423.2,141516.0,414289.6,18.4,0.0,19.2,25960.8,15956.6,33347.2,36.2,59.2,3.8,0.6,0.0,1.546244,4
0.71,8.541,27.187,36348.928,223.598,2.25,321.245,13.02,7.0,0.2,1008604.0,4937093.6,141524.8,417983.2,92.0,0.0,92.0,27690.4,17095.2,33549.0,36.0,59.2,4.4,0.4,0.0,1.464586,4
0.85,8.316,31.89,31291.392,219.051,2.27,463.488,8.82,8.0,0.8,1008204.0,4431191.2,141536.8,418530.4,19.2,0.0,20.0,28526.4,17000.0,33034.6,36.8,59.0,4.0,0.4,0.0,1.541064,4
0.96,8.166,25.237,28272.64,253.845,1.97,542.502,7.49,10.4,0.0,1007968.8,4604460.8,141548.0,418136.8,15.2,0.0,36.8,25152.8,15945.8,31984.8,41.0,56.0,3.0,0.4,0.0,1.460355,4
0.94,8.439,31.969,26042.368,253.372,1.88,518.245,7.64,8.2,0.0,1007282.4,4524232.0,141564.8,414412.0,5.6,0.0,6.4,28632.8,18437.8,34511.8,40.2,55.4,4.2,0.4,0.0,1.678413,4
0.96,8.989,21.644,27273.216,276.397,1.78,520.236,7.78,8.0,0.4,1006754.4,5121483.2,141595.2,415357.6,28.0,0.0,28.0,27888.0,17672.0,36345.6,36.6,58.2,4.6,0.6,0.0,1.541438,4
0.94,8.88,23.763,23438.336,267.471,1.95,487.772,8.24,9.4,0.2,1006090.4,5558740.0,141621.6,420603.2,35.2,0.0,36.0,26635.2,18262.4,36245.8,40.8,53.8,4.8,0.6,0.0,1.30133,4
0.96,6.907,31.898,15088.64,290.879,1.61,505.675,7.07,8.2,1.2,1214808.8,5101630.4,141644.0,419144.0,26.4,114416.8,26.4,135553.6,14918.0,27774.2,39.2,57.2,2.8,1.0,0.0,1.904341,4
1.16,8.647,28.901,9577.472,342.754,1.45,672.447,5.89,8.8,0.2,1004496.0,5393730.4,141648.0,422094.4,12.8,0.0,17.6,27359.2,17902.4,34933.2,42.4,52.2,4.8,1.0,0.0,1.513291,4
1.1,8.808,24.905,14735.36,337.063,1.43,650.859,6.11,9.2,0.0,1003624.0,5699448.0,141662.4,417320.8,7.2,0.0,41.6,25664.8,16572.2,34315.0,43.4,53.2,2.8,0.4,0.0,1.427858,4
1.24,8.111,22.044,8497.152,376.944,1.23,757.0,5.12,8.6,0.4,1003624.0,5603236.0,141691.2,422016.0,3.2,0.0,5.6,26772.0,15674.6,32251.0,43.2,53.4,3.4,0.0,0.0,1.756809,4
1.07,8.425,22.293,19440.64,322.858,1.38,599.395,6.47,7.4,0.2,1002856.0,5939552.8,141716.8,420630.4,31.2,0.0,42.4,27260.0,17093.0,33714.6,42.0,54.8,3.0,0.0,0.0,1.847718,4
1.02,9.379,22.645,19381.248,371.272,1.43,492.457,8.21,9.4,0.4,1002856.0,6324851.2,141729.6,418731.2,21.6,0.0,60.0,27555.2,19410.8,37226.4,40.0,54.6,4.8,1.0,0.0,1.279119,4
0.99,7.793,31.721,18790.4,339.188,1.37,459.079,8.1,6.8,0.0,1003495.2,6520469.6,141736.0,418043.2,0.0,1736.0,2.4,30414.4,15818.2,32619.2,37.2,56.8,5.6,0.4,0.0,2.022688,4
0.72,8.371,30.18,48809.984,265.109,1.67,343.731,13.03,8.0,0.6,1001844.0,3356312.8,141740.0,418724.8,24.8,0.0,25.6,27195.2,16507.6,33905.2,31.0,63.4,5.0,0.6,0.0,1.659319,4
0.67,7.806,44.193,28015.616,240.007,1.97,318.151,12.66,9.8,0.2,1114482.4,2008724.0,15084.0,255061.6,33894.4,42408.8,41831.4,64117.6,19278.6,30847.0,27.2,66.8,3.8,2.2,0.0,2.092288,4
0.7,8.356,39.798,38286.336,256.486,1.81,336.696,13.22,8.8,0.2,1035320.8,3365336.8,56910.4,307974.4,105.6,2742.4,3729.6,30504.0,17254.2,32441.6,29.4,65.4,4.6,0.6,0.0,1.513789,4
0.71,8.881,36.667,40360.96,250.608,1.97,328.621,13.66,8.8,0.0,1037245.6,4716206.4,108932.8,339083.2,400.8,0.0,2788.0,26474.4,16965.8,35454.2,31.0,61.2,6.8,1.0,0.0,1.348096,4
0.7,8.67,34.227,42165.248,247.186,2.1,324.324,13.51,7.4,0.2,1036068.0,4200748.0,130629.6,358504.0,1707.2,0.0,4300.2,27218.4,17297.2,34368.0,33.6,60.2,5.6,1.2,0.0,1.559555,4
0.71,8.789,41.386,41689.088,247.247,1.93,323.361,13.44,9.4,0.0,1035300.0,4925430.4,136508.8,377108.0,41.6,0.0,41.6,26820.8,17532.4,34830.6,33.2,60.6,5.2,0.8,0.0,1.422807,4
0.7,9.023,34.337,44835.84,252.979,1.97,329.279,13.36,8.2,0.0,1034839.2,4872154.4,138070.4,381205.6,16.8,0.0,27.2,26894.4,17798.6,35065.2,31.4,62.4,5.6,0.8,0.0,1.34562,4
0.69,9.164,25.317,44640.256,247.35,1.9,319.251,13.59,9.0,0.2,1008071.2,5097004.8,138624.0,374656.0,35.2,0.0,35.2,26399.2,17787.0,35953.8,30.4,62.8,6.0,1.2,0.0,1.486058,4
0.68,8.926,26.942,49244.16,239.313,2.02,306.468,14.48,7.8,0.2,1005648.8,4552380.0,139052.0,385536.8,0.8,0.0,100.8,28038.4,17907.4,35116.8,31.8,61.2,6.4,1.0,0.0,1.452161,4
0.7,9.327,23.233,45428.736,249.678,2.0,324.763,13.13,7.8,0.0,1005249.6,4954808.8,139116.8,383787.2,19.2,0.0,19.2,27415.2,18013.2,37719.8,33.4,61.8,4.6,0.4,0.0,1.260705,4
0.7,8.982,26.887,47202.304,245.376,1.99,327.418,13.25,8.4,0.0,1004440.8,4961410.4,139244.0,391625.6,170.4,0.0,176.0,28782.4,17854.0,35677.2,31.0,62.8,5.8,0.8,0.0,1.330322,4
0.68,9.121,28.062,46527.488,217.584,2.12,303.644,13.48,7.2,0.2,1004248.0,4687395.2,139284.0,389700.8,8.8,0.0,9.6,23829.6,17823.8,36015.8,32.0,61.8,5.4,0.4,0.0,1.516987,4
0.77,6.698,36.183,22825.984,302.453,1.53,384.991,9.25,7.4,0.2,1717703.2,3771054.4,139304.0,387134.4,58.4,231842.4,58.4,251289.6,14431.4,24333.6,31.2,64.2,3.6,1.0,0.0,1.737087,4
0.74,8.923,37.343,41530.368,222.942,2.12,369.411,11.17,8.0,0.2,996116.0,4571113.6,139348.0,387220.0,23.2,0.0,23.2,28240.0,18212.6,35238.8,35.2,59.2,5.0,0.8,0.0,1.478236,4
0.91,8.321,49.714,24434.688,220.582,2.23,506.087,7.57,9.8,0.0,995763.2,3993478.4,139371.2,382312.8,24.8,0.0,48.8,27152.8,16411.4,33262.0,40.6,54.2,4.6,0.2,0.0,1.270092,4
0.94,6.993,36.751,8672.256,287.327,1.48,486.932,6.67,7.2,0.2,1749660.0,3812058.4,139404.8,384927.2,4.8,202872.8,4.8,220924.0,14590.2,26822.0,36.4,59.8,3.2,0.8,0.0,1.947083,4
0.93,9.03,35.589,33782.784,240.842,2.0,544.196,7.3,7.2,0.0,995162.4,4285392.0,139416.0,391728.0,17.6,0.0,22.4,28546.4,16876.0,35884.8,40.4,54.0,5.2,1.0,0.0,1.339445,4
0.94,9.072,42.718,27006.976,244.109,2.12,531.865,7.43,6.0,0.2,994834.4,4569188.8,139421.6,386225.6,8.8,0.0,8.8,27706.4,18569.6,36886.8,37.8,56.2,5.2,0.8,0.0,1.263877,4
0.92,8.808,34.147,27653.12,242.137,2.06,502.849,7.86,7.6,0.6,994618.4,4935820.0,139424.0,389679.2,61.6,0.0,61.6,27178.4,17501.4,34741.6,39.6,54.0,5.6,0.8,0.0,1.332731,4
0.91,8.458,31.648,26073.088,232.733,1.99,470.647,7.93,7.8,0.4,994355.2,5266380.0,139428.0,386872.8,56.8,0.0,56.8,27397.6,16981.0,33913.2,40.6,53.4,5.4,0.8,0.0,1.419976,4
1.02,9.042,26.239,26682.368,287.434,1.59,525.658,7.23,7.6,0.2,994231.2,5430030.4,139452.0,392936.0,21.6,0.0,22.4,27903.2,16631.6,36183.4,37.8,56.2,5.6,0.4,0.0,1.546716,4
1.1,8.611,26.938,20800.512,329.875,1.39,619.652,6.18,7.2,0.2,993956.8,5326506.4,139456.0,388278.4,24.0,0.0,32.8,23381.6,16706.6,34348.2,41.4,52.6,5.0,1.0,0.0,1.547747,4
1.21,8.859,28.721,9451.52,365.511,1.3,737.609,5.22,6.4,0.4,993743.2,5443671.2,139460.8,385265.6,11.2,0.0,15.2,26854.4,17465.4,35404.2,44.8,50.0,4.6,0.6,0.0,1.396336,4
1.15,8.935,37.473,12908.544,346.529,1.33,707.35,5.46,8.8,0.4,993674.4,5509510.4,139472.0,385600.8,12.0,0.0,13.6,27019.2,17730.8,34727.0,43.2,50.8,5.6,1.0,0.0,1.503357,4
1.1,8.4,35.23,11523.072,347.261,1.42,648.509,5.77,7.6,0.2,1123848.8,5728236.0,139615.2,392441.6,2.4,93567.2,2.4,115934.4,16830.2,32639.4,40.0,54.4,5.0,1.0,0.0,1.377046,4
1.06,8.486,35.901,20619.264,318.55,1.43,590.864,6.44,7.4,0.4,993180.0,6204863.2,139624.0,382068.0,3.2,0.0,6.4,25065.6,16927.6,32525.2,41.0,53.0,5.2,0.8,0.0,1.336838,4
1.0,7.668,49.177,20764.672,371.872,1.27,429.412,8.58,7.0,0.4,1006484.8,6265362.4,139624.0,392204.0,3.2,13484.0,90.4,40927.2,17850.2,32584.6,36.2,58.6,4.4,0.8,0.0,1.59749,4
0.93,8.855,52.94,22502.4,308.244,1.64,458.022,8.22,8.0,0.2,993252.0,6499528.8,139638.4,388733.6,13.6,21695.2,31.2,48982.4,16772.8,35767.8,42.2,52.0,4.6,0.8,0.0,1.270142,4
0.53,7.27,115.859,14767.104,200.489,2.59,279.355,9.63,7.0,1.4,1372675.2,133394.4,13027.2,228226.4,41648.8,142480.8,60018.2,157723.2,21377.8,28615.8,18.0,73.8,2.2,6.0,0.0,2.140625,4
0.64,8.826,49.569,56566.784,245.168,1.8,320.245,13.56,7.4,0.2,1084504.0,4333336.8,63785.6,309609.6,201.6,1125.6,5260.8,28778.4,17656.4,34390.0,28.4,64.8,5.8,1.2,0.0,1.363467,4
0.59,9.136,47.846,62455.808,209.978,2.13,271.34,15.73,7.4,0.2,1081585.6,3550847.2,117061.6,362760.0,3405.6,0.0,4803.2,28865.6,17743.2,35961.4,27.8,64.4,6.8,1.2,0.0,1.278739,4
0.63,9.073,57.553,53551.104,230.822,2.03,304.317,14.92,5.8,0.4,1080766.4,4479919.2,131730.4,370032.0,12.8,0.0,12.8,28410.4,17859.4,36017.6,28.4,64.8,6.4,1.2,0.0,1.148564,4
0.58,8.462,58.668,52800.512,203.426,2.16,266.905,16.16,6.4,0.2,1080408.0,3789511.2,136017.6,372244.8,68.0,0.0,77.6,29159.2,16694.4,34184.0,29.8,62.8,7.0,1.0,0.0,1.262723,4
0.83,9.047,49.265,28775.424,219.469,2.09,475.679,8.43,6.4,0.2,1078974.4,2878761.6,137924.0,374836.8,37.6,0.0,51.2,28822.4,17153.4,35473.4,35.4,58.2,5.6,0.8,0.0,1.229937,4
0.65,8.965,73.227,50445.312,198.879,2.44,336.61,12.22,7.0,0.0,1078308.8,3630395.2,138259.2,379846.4,40.8,0.0,538.2,26968.0,17186.4,35478.0,29.8,63.0,6.4,1.0,0.0,1.169839,4
0.67,8.953,69.051,56756.224,205.182,2.05,323.142,12.46,7.0,0.0,1078104.0,4157628.8,138443.2,389679.2,22.4,0.0,26.4,28384.8,17443.6,36713.8,26.6,65.2,7.0,1.2,0.0,1.402806,4
0.65,9.35,55.13,56745.984,204.518,2.23,334.843,12.68,7.8,0.0,1077336.0,4033983.2,138496.8,378901.6,25.6,0.0,51.2,29404.8,17384.0,36458.6,31.4,61.2,6.8,1.0,0.0,1.211511,4
0.81,9.162,86.56,45018.112,186.354,2.41,492.224,8.03,8.4,0.2,1077028.8,3255848.0,138504.0,387986.4,25.6,0.0,25.6,31063.2,17785.6,36658.4,33.0,59.0,7.4,1.0,0.0,1.281148,4
0.83,9.13,67.021,48373.76,184.577,2.55,531.517,7.57,7.2,0.0,1076363.2,3349089.6,138513.6,385316.0,50.4,0.0,117.6,30608.0,15878.4,36029.2,35.4,58.6,5.8,0.6,0.0,1.124003,4
0.76,6.998,69.315,25754.624,260.55,1.64,413.209,7.92,7.4,0.4,1731704.0,3196505.6,138528.0,382257.6,35.2,218593.6,36.0,239902.4,14874.8,26787.0,25.0,66.2,6.8,1.8,0.0,1.588617,4
0.92,8.768,57.593,43817.984,199.103,2.29,573.172,6.64,5.0,0.6,1015208.8,3576415.2,138535.2,384604.8,16.0,0.0,42.4,27286.4,17145.6,35756.8,37.2,55.2,6.4,1.0,0.0,1.183659,4
0.79,7.455,68.561,28261.376,246.033,1.65,437.488,7.57,6.4,0.0,1626585.6,3668392.8,138548.8,387613.6,32.8,204572.8,47.2,228107.2,14605.2,28548.8,27.8,64.8,6.4,1.4,0.0,1.775057,4
0.93,9.272,37.576,38523.904,230.659,2.07,564.546,6.74,7.6,0.4,1013777.6,3973184.8,138577.6,387714.4,12.8,0.0,12.8,29179.2,17789.2,37348.0,34.8,58.2,6.6,0.6,0.0,1.093674,4
0.86,8.663,68.13,28747.776,204.425,2.33,526.999,6.84,5.4,0.4,1060403.2,3883051.2,138604.0,391336.8,28.0,43378.4,28.0,70637.6,18649.2,36298.0,34.6,57.6,6.2,1.6,0.0,1.260539,4
0.87,7.444,33.762,26121.216,276.555,1.51,463.643,7.22,7.8,0.6,1589252.8,4361195.2,138618.4,386328.8,31.2,209024.8,161.6,230302.4,14160.6,28529.4,31.2,61.2,5.6,1.6,0.0,1.605963,4
0.91,7.811,41.574,17880.064,246.162,1.93,523.806,6.22,5.4,0.4,1259800.0,4197374.4,138634.4,393938.4,6.4,129102.4,111.0,151336.8,16119.2,32273.2,33.4,57.2,7.8,1.6,0.0,1.252593,4
1.01,7.775,36.224,21074.944,258.122,1.59,564.567,5.73,7.2,0.4,1184992.0,4392765.6,138648.0,392837.6,37.6,108607.2,68.8,132499.2,17390.8,31848.4,29.0,61.2,7.8,1.8,0.0,1.690848,4
1.14,9.118,27.057,29938.688,303.593,1.38,662.759,5.49,7.6,0.4,1010556.0,4812068.8,138648.0,389684.8,18.4,0.0,20.8,28781.6,17766.2,35933.2,35.8,54.8,8.2,1.0,0.0,1.397898,4
1.06,9.15,21.255,24734.72,278.917,1.69,571.797,5.94,7.6,0.2,1010250.4,5100998.4,138836.8,391813.6,62.4,0.0,901.4,26974.4,17370.2,36223.4,33.2,55.8,9.6,1.8,0.0,1.363208,4
