ipc,context_switches(K/s),cpu_migrations(/s),page_faults(/s),branches(M/s),branch_misses(%),L1_dcache_loads(M/sec),r_procs,b_procs,swap(KB),free(KB),buffers(KB),cached(KB),swap_in(KB/s),swap_out(KB/s),interrupts(/s),user_time(%),idle_time(%),iowait_time(%),avg-latency(ms)
1.08,11.875,27.771,5356.544,316.466,1.47,687.881,7.2,0.6,1292461.6,5370117.6,141762.4,526968.8,16.0,4958.4,21741.8,34.2,4.8,1.0,0.423934
0.97,11.238,23.97,22057.984,329.868,1.45,522.898,8.0,0.2,1287844.0,5759484.8,141772.0,533966.4,57.6,0.0,21151.0,28.6,5.4,1.0,0.389432
0.99,11.868,27.519,28764.16,403.764,1.18,438.928,9.0,0.0,1287844.0,6103215.2,141798.4,536768.0,15.2,0.0,21191.8,30.8,7.0,1.0,0.455965
0.83,11.267,30.038,17479.68,273.917,1.74,445.042,8.0,0.0,1288036.0,6231259.2,141816.8,537153.6,23.2,0.0,20877.8,32.0,5.8,1.2,0.414591
0.54,11.887,33.348,57859.072,217.868,2.29,285.165,6.2,0.2,1287370.4,3338513.6,141862.4,543001.6,16.0,0.0,22376.6,24.0,5.6,1.2,0.322686
0.46,8.245,78.311,9273.344,174.653,2.59,258.275,7.2,0.8,1619535.2,132000.0,13506.4,295036.0,50718.4,128173.6,21642.2,11.2,2.6,8.6,0.573109
0.61,9.759,40.056,22142.976,260.256,1.79,350.26,7.8,0.2,1598552.0,2994710.4,61851.2,276540.0,595.2,107132.0,19379.0,19.6,3.0,1.6,0.371905
0.57,12.49,28.551,52608.0,222.031,2.16,293.417,7.2,0.0,1349636.0,4711867.2,97426.4,334109.6,314.4,406.4,22180.0,18.4,5.6,0.6,0.390182
0.59,13.491,28.48,42543.104,208.19,2.43,350.179,9.2,0.2,1347178.4,3312267.2,127615.2,343108.8,161.6,0.0,22181.6,18.2,5.4,0.6,0.295416
0.55,13.521,34.041,57752.576,212.563,2.25,279.506,7.4,0.0,1339754.4,4177012.8,136969.6,365576.0,1625.6,0.0,22008.2,17.4,5.8,0.2,0.479156
0.6,9.303,44.305,20505.6,251.524,1.97,338.17,8.8,0.8,1843932.0,2637888.8,139483.2,391003.2,6794.4,166502.4,18572.6,16.4,3.4,2.2,0.428168
0.54,12.319,16.033,60560.384,191.368,2.63,291.282,7.0,0.2,1296886.4,3566600.0,140668.8,441889.6,2935.2,0.0,23630.2,21.0,5.2,1.0,0.395445
0.54,11.91,23.243,57496.576,181.695,2.53,285.725,5.4,0.0,1289407.2,3697028.8,141261.6,450144.8,18.4,0.0,21506.2,21.4,7.2,1.4,0.423991
0.81,11.877,24.512,37936.128,160.018,2.97,538.473,5.0,0.0,1281970.4,2421995.2,141397.6,464543.2,104.8,0.0,22709.6,26.0,6.2,1.0,0.358832
0.69,12.13,29.944,46350.336,172.812,2.77,425.333,5.2,0.4,1281109.6,3014187.2,141449.6,473088.0,17.6,0.0,22267.4,24.4,8.8,1.6,0.34416
0.8,12.03,31.021,27193.344,185.132,2.45,482.009,6.4,0.6,1280516.0,2847217.6,141534.4,483828.8,21.6,0.0,21499.2,30.4,5.2,1.2,0.388542
0.82,12.094,24.396,38637.568,180.312,2.59,562.516,7.8,0.2,1280297.6,3145968.0,141616.8,485098.4,8.8,0.0,23354.2,27.0,3.8,1.0,0.368414
0.68,11.505,38.58,22590.464,245.296,1.91,409.244,7.0,0.4,1672178.4,3779932.8,141663.2,489381.6,16.0,140002.4,19021.4,17.2,4.6,0.8,0.397937
0.83,12.54,28.891,31816.704,206.019,2.35,544.861,7.0,0.0,1279244.0,3702568.0,141760.8,496963.2,8.8,0.0,22309.2,25.8,6.0,1.0,0.359099
0.87,11.575,34.426,35210.24,227.087,2.12,544.603,7.6,0.0,1278970.4,4314155.2,141820.0,503453.6,16.0,0.0,20414.6,23.6,4.2,0.2,0.372703
0.9,12.76,27.058,36626.432,242.402,1.87,528.888,6.8,0.0,1278692.0,4214233.6,141856.0,506557.6,29.6,0.0,23077.2,23.6,4.8,1.0,0.425595
0.85,10.975,43.275,21799.936,243.226,1.99,529.279,8.0,0.0,1425659.2,4157616.8,141897.6,510000.0,7.2,78995.2,21359.8,22.0,5.0,1.2,0.363248
0.96,12.324,27.659,30574.592,289.947,1.63,571.101,5.2,0.2,1277710.4,4889960.0,141931.2,511253.6,20.8,0.0,22259.8,27.0,6.0,1.0,0.362064
0.92,10.74,41.148,17599.488,285.572,1.62,549.837,5.0,0.2,1512622.4,4949780.8,141984.0,515659.2,19.2,96860.8,20372.4,25.4,7.6,1.6,0.434284
1.16,11.14,31.268,24657.92,373.902,1.26,775.819,7.0,0.2,1277284.8,4899345.6,142032.0,517780.0,16.0,0.0,22014.2,31.0,3.8,0.8,0.332065
1.11,14.451,35.015,20707.328,361.539,1.28,739.007,7.6,0.2,1277071.2,4846950.4,142084.0,525150.4,29.6,0.0,21294.8,31.2,6.2,1.2,0.353371
1.19,12.546,30.464,13267.968,363.656,1.28,830.992,7.0,0.0,1276924.0,4906856.8,142108.0,528067.2,16.8,0.0,23172.4,31.2,5.4,1.0,0.336497
1.24,13.261,32.726,12431.36,351.909,1.27,845.775,7.2,0.2,1276758.4,5099023.2,142150.4,533317.6,0.0,0.0,22531.4,32.4,4.2,0.6,0.397376
0.99,12.584,43.903,19345.408,294.418,1.53,618.71,8.0,0.4,1277296.0,5563551.2,142192.8,534799.2,15.2,0.0,21734.8,26.2,5.0,0.6,0.376017
0.94,12.77,45.397,17674.24,302.835,1.56,552.692,7.2,0.0,1277340.0,5722624.0,142208.0,540841.6,15.2,0.0,22965.6,21.8,5.0,0.8,0.299009
0.97,12.527,53.152,27543.552,401.773,1.18,442.73,7.0,0.6,1339115.2,5994184.8,142238.4,548204.0,12.8,52428.8,21162.6,23.6,3.6,1.2,0.39977
0.74,12.936,47.389,17223.68,258.242,2.02,426.866,6.0,0.8,1294632.0,6217517.6,142257.6,547713.6,4.8,46312.8,21329.8,26.0,4.4,1.6,0.372873
0.77,5.92,22.65,32008.192,274.668,1.39,347.973,10.4,0.4,789366.4,2335670.4,71003.2,688516.0,688.8,0.0,14403.4,44.0,0.8,1.0,0.37
0.84,6.128,17.277,31838.208,296.728,1.32,373.917,7.6,0.0,809964.0,2083830.4,119754.4,691645.6,200.8,22171.2,15776.0,46.8,2.2,0.6,0.18
0.88,5.605,13.483,38048.768,273.76,1.14,345.199,8.0,0.0,725980.8,2538467.2,135636.0,689360.8,24.8,0.0,13508.4,42.4,1.4,0.2,0.32
0.84,4.713,19.683,26299.392,230.235,1.32,292.24,8.8,0.8,757244.8,2299570.4,141452.8,691157.6,18.4,23933.6,12268.0,43.8,1.8,0.4,0.14
0.84,5.103,13.076,34206.72,229.28,1.16,286.19,8.8,0.2,725445.6,3373593.6,143543.2,692858.4,196.0,0.0,11462.0,41.2,1.8,0.2,0.24
0.86,5.029,14.239,29672.448,222.826,1.23,279.625,10.4,0.0,725381.6,4943468.0,144469.6,689559.2,15.2,0.0,11888.0,41.6,2.4,0.0,0.25
0.86,5.179,17.799,29557.76,231.461,1.25,289.168,8.6,0.2,725208.0,4762987.2,144814.4,691889.6,13.6,0.0,11445.8,44.0,2.0,0.0,0.36
0.74,4.841,22.037,20855.808,196.013,1.64,246.314,10.8,0.8,724542.4,4775033.6,145930.4,729659.2,1606.4,0.0,11667.6,40.2,1.0,0.4,0.39
0.83,4.946,14.107,29187.072,209.445,1.34,262.075,8.2,0.0,722648.0,4706739.2,148848.0,754014.4,14.4,0.0,11834.6,43.4,1.6,0.0,0.29
0.8,4.754,20.306,23070.72,193.654,1.6,271.836,10.2,0.2,721777.6,5094333.6,149820.0,764474.4,427.2,0.0,11228.2,43.2,1.6,0.0,0.34
0.82,4.585,28.437,13912.064,157.17,1.94,305.199,9.2,0.4,721368.0,4802676.0,150028.0,772259.2,64.8,0.0,11413.2,46.2,1.8,0.2,0.29
1.03,4.854,19.763,19753.984,238.041,1.13,398.225,8.8,0.6,720600.0,5407888.8,150082.4,763834.4,12.8,0.0,11462.4,47.0,1.6,0.0,0.39
1.11,4.552,18.639,9505.792,244.376,1.05,433.614,8.4,0.2,801233.6,5616726.4,150352.0,760209.6,7.2,28985.6,12130.6,48.8,2.2,1.0,0.54
0.67,5.182,17.48,1234.944,173.085,1.57,221.351,7.0,0.2,720588.0,6124932.8,150365.6,760271.2,5.6,22.4,12427.4,58.2,2.4,0.0,0.36
0.8,4.251,26.41,42016.768,228.791,1.29,285.649,9.8,0.4,720588.0,986076.0,121287.2,618263.2,5.6,236.0,10891.2,35.0,4.6,0.6,0.19
0.85,5.009,24.497,41075.712,235.994,1.14,298.754,8.6,0.0,828846.4,1936468.8,79092.8,392235.2,154.4,0.0,11407.2,38.8,3.6,0.4,0.45
0.85,5.017,25.265,36702.208,228.866,1.14,288.549,8.2,0.2,827924.8,2955446.4,114544.8,404404.8,96.0,0.0,11056.8,37.0,4.6,0.4,0.21
0.84,4.326,23.669,30669.824,210.178,1.45,263.544,7.8,0.4,826440.0,2913944.0,128497.6,419248.0,28.8,0.0,9568.2,38.8,3.6,0.4,0.15
0.86,4.946,23.645,33665.024,219.279,1.19,279.686,9.6,0.8,825979.2,3707152.8,133532.0,436339.2,18.4,0.0,10947.0,41.4,3.4,0.6,0.35
0.83,4.821,24.227,32555.008,211.803,1.22,267.494,7.4,1.0,825928.0,4778445.6,136032.8,438557.6,30.4,0.0,11671.8,43.2,4.4,0.6,0.29
0.82,4.772,21.28,38683.648,213.057,1.17,261.806,7.0,1.0,825160.0,5198128.0,137000.0,443259.2,7.2,0.0,10814.6,40.4,4.2,0.4,0.27
0.83,4.946,22.486,32561.152,210.274,1.21,264.589,9.4,0.0,825160.0,5269697.6,137493.6,450256.0,12.8,0.0,11100.8,41.6,3.8,0.2,0.2
1.08,4.511,23.726,9692.16,185.83,1.31,435.692,8.2,0.2,825160.0,4240753.6,137709.6,448270.4,5.6,0.0,10433.2,48.8,3.0,0.6,0.33
1.03,5.009,22.061,25841.664,213.29,1.2,415.098,6.2,0.2,825160.0,5038816.8,137789.6,456004.8,4.8,0.0,11790.4,48.8,3.8,0.2,0.29
1.16,4.709,25.102,21079.04,256.932,0.99,452.417,8.0,0.4,824844.0,5473932.0,137860.0,451396.0,11.2,0.0,10440.6,52.4,3.6,0.2,0.73
1.28,5.197,21.551,6640.64,304.678,0.88,557.131,6.6,0.6,824076.0,5667477.6,138055.2,469451.2,1357.6,0.0,12196.6,50.2,3.6,0.8,0.3
1.19,4.594,27.687,13102.08,279.239,0.9,496.247,6.6,0.2,811496.0,6074668.0,138072.8,472766.4,5.6,3328.8,11647.6,51.6,3.0,0.8,0.19
0.64,5.116,22.397,1527.808,174.239,1.57,219.464,9.2,0.2,808055.2,6503413.6,138098.4,469417.6,10.4,38.4,11822.2,55.2,3.4,0.2,0.31
0.77,4.651,31.695,47425.536,216.074,1.54,269.54,8.4,1.0,811845.6,1270007.2,121330.4,417103.2,11.2,2639.2,11353.8,31.2,5.2,1.2,0.18
0.81,4.675,25.253,33719.296,197.534,1.15,253.0,9.4,0.2,788742.4,2353044.8,74062.4,394470.4,103.2,0.0,11472.0,36.6,4.8,0.8,0.23
0.8,3.888,47.127,36465.664,196.981,1.27,249.861,7.0,0.2,816680.8,2349092.8,107840.8,408124.8,54.4,22137.6,9648.6,35.8,5.6,1.2,0.29
0.82,5.324,31.776,43961.344,222.475,1.13,277.947,9.2,0.4,786801.6,4340673.6,123355.2,424844.0,37.6,0.0,11643.4,38.2,5.2,0.8,0.35
0.82,5.686,31.813,37800.96,216.913,1.11,275.903,9.2,0.0,786660.0,4558297.6,132861.6,424759.2,9.6,0.0,12841.4,38.2,5.0,0.8,0.24
0.8,4.093,42.02,16694.272,202.388,1.34,260.363,10.0,0.6,989488.8,3585112.8,135896.8,422988.0,9.6,87679.2,11544.6,39.0,4.2,1.6,0.56
0.89,5.236,31.917,37251.072,199.931,1.28,333.242,8.0,0.4,785379.2,4674167.2,137000.0,422869.6,6.4,0.0,11404.0,40.2,5.6,0.8,0.42
0.78,4.631,28.476,33826.816,173.276,1.29,213.154,7.8,0.2,785304.8,5137348.0,137499.2,431280.8,6.4,0.0,10643.6,40.8,7.6,0.8,0.26
1.09,5.027,24.233,14959.616,188.914,1.25,441.92,7.4,0.0,785216.8,4522585.6,137701.6,428596.8,2.4,0.0,11374.4,46.4,7.2,0.8,0.27
0.97,3.903,39.116,12867.584,211.235,1.23,335.754,7.6,0.0,1172992.8,4827028.8,137774.4,437328.8,10.4,99750.4,11445.0,40.8,4.6,1.8,0.31
1.21,5.704,19.904,22566.912,269.43,0.92,513.047,6.2,0.8,785476.0,5469212.8,137821.6,441724.8,9.6,0.0,12587.2,44.4,7.8,1.0,0.36
1.35,5.174,25.412,10152.96,306.482,0.72,619.313,6.8,0.6,785476.0,5565056.0,137842.4,436929.6,102.4,0.0,11852.0,52.4,4.8,0.8,0.38
1.22,4.78,24.097,12593.152,290.847,0.75,401.389,7.2,0.2,785476.0,6095421.6,137876.8,449640.0,12.8,0.0,10968.6,49.4,4.8,1.2,0.31
0.58,5.713,24.938,1051.648,167.577,1.48,211.568,8.6,0.2,785783.2,6523908.0,137900.0,452916.0,9.6,57.6,13287.4,56.0,7.0,0.8,0.24
0.79,5.687,27.853,45218.816,206.288,1.03,266.434,8.6,0.2,785732.0,3035594.4,137955.2,450612.8,7.2,0.0,15952.8,30.4,10.6,1.6,0.22
0.8,5.453,31.552,46672.896,206.428,1.02,261.695,5.6,0.2,785220.0,4147284.8,137992.8,449762.4,11.2,0.0,12051.4,32.6,9.2,1.2,0.23
0.85,5.402,26.344,33088.512,214.947,0.98,273.64,7.2,0.2,785220.0,3066766.4,138004.8,449634.4,3.2,0.0,11223.4,34.2,11.4,1.2,0.12
0.84,5.028,30.048,18489.344,186.13,1.08,241.067,6.4,0.0,783940.0,3824212.0,138020.0,456472.8,2.4,0.0,10961.8,32.8,8.8,1.4,0.28
0.8,5.3,22.142,49992.704,184.095,1.08,258.026,5.2,0.0,783684.0,4398293.6,138028.8,452436.0,1.6,0.0,11213.2,34.6,11.8,1.8,0.22
0.9,5.524,21.58,46673.92,202.93,1.06,361.068,7.8,0.8,783684.0,4309364.0,138052.0,453586.4,4.8,0.0,11906.0,36.8,11.2,1.4,0.29
1.06,5.522,26.585,36237.312,181.318,1.18,460.636,5.8,0.6,774807.2,3841898.4,138257.6,465322.4,7.2,0.0,12148.6,39.0,12.0,1.8,0.29
1.06,4.916,41.319,23974.912,155.785,1.43,436.809,5.2,0.2,797847.2,3810868.8,138271.2,466734.4,0.0,20945.6,12494.8,45.0,10.8,2.2,0.19
1.14,5.827,27.024,32787.456,222.049,0.96,455.13,7.4,0.0,774347.2,4844828.0,138276.0,469306.4,3.2,0.0,12626.4,42.4,10.4,1.4,0.38
0.99,3.94,50.725,16654.336,221.774,1.07,345.476,6.2,0.4,1324488.8,4718760.0,138285.6,464863.2,4.0,128739.2,11306.2,33.8,7.4,2.8,0.26
1.1,3.336,41.313,9469.952,223.803,0.97,367.28,7.2,0.4,1298686.4,5244187.2,138296.0,466615.2,2.4,92600.0,9662.8,36.0,8.2,3.2,0.45
1.24,4.3,31.77,8690.688,264.93,0.9,488.473,6.0,0.2,939135.2,5580980.8,138308.0,466983.2,1.6,95805.6,11819.6,39.2,9.4,2.0,0.41
1.33,5.084,28.975,18206.72,318.139,0.64,465.976,6.4,0.0,774672.0,6071905.6,138320.0,473644.0,4.0,0.0,10722.0,42.4,10.2,1.0,0.25
0.49,6.02,22.523,1197.056,135.313,1.58,175.361,3.8,0.8,775053.6,6489074.4,138345.6,476040.8,4.0,49.6,13938.4,53.8,13.2,1.2,0.11
0.78,5.433,20.638,36972.544,210.997,1.14,274.797,7.2,0.4,784908.0,2189684.8,69565.6,283163.2,4.8,3340.0,13550.2,18.0,10.4,2.2,0.2
0.73,5.672,25.892,51578.88,170.191,0.94,214.945,3.6,0.2,790466.4,3964280.0,94372.8,430156.0,16.8,0.0,12457.8,21.8,18.0,2.6,0.16
0.68,4.215,17.566,47710.208,145.899,1.02,185.495,7.0,0.2,790364.0,3119456.0,114390.4,440580.0,17.6,0.0,8874.2,20.6,13.2,2.8,1.05
0.69,4.138,11.467,42543.104,138.641,0.95,178.09,5.2,0.2,790108.0,3172503.2,124204.0,453169.6,4.8,0.0,8607.0,21.4,17.0,2.8,0.31
0.68,4.849,14.102,45422.592,137.275,1.0,172.811,6.2,0.4,790108.0,4478116.8,129962.4,463525.6,18.4,0.0,10408.2,21.8,16.8,2.0,0.6
0.69,5.44,17.066,45435.904,166.118,1.18,212.243,4.2,0.0,788060.0,4801903.2,132556.0,484089.6,140.8,0.0,11417.6,24.8,15.0,1.6,0.46
1.03,5.821,14.769,39066.624,145.743,1.08,429.769,3.8,0.0,782983.2,3966635.2,133832.0,495080.8,17.6,0.0,12791.2,31.2,19.0,2.0,0.26
0.76,3.392,40.21,19914.752,128.348,1.45,235.128,6.2,0.4,1019477.6,4005897.6,134308.0,491701.6,2.4,100613.6,10493.6,19.4,13.8,4.2,0.31
1.16,5.469,15.607,36569.088,195.337,0.76,412.595,6.0,0.0,782656.0,4749370.4,134507.2,496017.6,13.6,0.0,11859.6,34.8,17.4,2.0,0.33
1.31,4.085,43.544,1117.184,191.59,0.98,463.408,5.4,1.6,950429.6,4575633.6,134691.2,489144.8,35.2,78584.8,11401.4,32.0,17.2,4.6,0.21
1.4,4.678,31.58,8845.312,241.823,0.69,560.291,3.8,1.4,1134644.0,5151468.8,134833.6,493819.2,8.0,101130.4,11341.6,31.4,16.6,3.8,0.27
1.58,5.752,19.44,4276.224,255.573,0.55,634.651,4.6,0.0,782956.0,5426729.6,134862.4,499103.2,4.0,0.0,12235.6,45.0,15.0,3.4,0.36
1.38,5.767,16.397,29809.664,320.157,0.46,434.79,3.4,0.4,783008.0,6143607.2,134892.0,495531.2,5.6,0.0,12443.2,35.4,18.4,2.6,0.24
0.3,6.986,18.157,1212.416,90.028,1.73,119.673,5.8,0.0,783008.0,6460498.4,134923.2,507668.0,5.6,63.2,14870.4,49.0,18.2,2.4,0.23
0.68,5.106,31.153,35588.096,183.486,1.35,237.424,5.4,0.6,805624.8,2888232.0,55158.4,293307.2,49.6,4844.8,16219.4,12.6,8.4,3.0,0.6
0.66,5.885,15.24,53261.312,147.883,1.21,190.242,4.6,0.0,806780.0,4077752.8,94351.2,425861.6,16.0,0.0,12432.4,18.6,18.8,4.0,0.47
0.65,5.332,8.869,65011.712,143.917,0.82,182.323,3.4,0.0,804730.4,3995305.6,116905.6,443646.4,16.0,0.0,10893.4,17.4,21.8,4.2,1.12
0.86,5.733,9.322,32464.896,144.004,0.84,275.419,3.0,0.6,804536.8,3111971.2,127304.8,450296.0,2.4,0.0,12603.6,24.8,22.2,3.8,0.18
0.63,3.509,51.88,14831.616,129.232,1.21,173.372,4.8,0.8,1206082.4,3750752.0,131384.8,456065.6,18.4,125548.8,11024.6,9.4,22.0,7.0,0.27
1.04,6.507,9.409,40898.56,108.542,1.04,463.577,5.6,0.4,804202.4,3496298.4,133173.6,456261.6,10.4,0.0,12812.4,29.6,19.2,3.4,0.27
1.05,6.562,12.117,41498.624,121.364,0.95,425.88,4.8,0.0,803974.4,4084128.0,134103.2,460396.0,7.2,0.0,13876.2,29.8,20.2,4.4,0.33
1.24,5.817,17.319,33855.488,193.315,0.6,449.241,3.6,0.8,803676.8,4477006.4,134413.6,458740.0,4.0,0.0,11583.8,30.4,20.6,2.6,0.42
1.31,6.032,24.578,36819.968,211.743,0.54,506.794,4.0,0.2,803624.0,4717112.0,134573.6,470056.8,7.2,0.0,12032.2,31.8,19.2,2.0,0.45
1.29,3.757,57.965,12108.8,180.163,0.82,461.679,2.8,0.4,1025547.2,4663168.8,134627.2,462693.6,12.8,96564.0,11352.2,23.4,16.8,5.2,0.19
1.6,5.911,21.296,17453.056,273.874,0.4,677.896,2.6,0.4,803888.0,5352718.4,134673.6,460972.0,7.2,0.0,11918.0,39.0,17.8,3.6,0.38
1.36,3.663,43.567,13224.96,206.504,0.63,441.833,6.6,0.0,1027087.2,5604790.4,134729.6,462792.0,2.4,84193.6,9579.8,26.0,16.8,4.4,0.42
1.35,5.412,25.626,23468.032,283.783,0.47,371.327,4.6,0.2,849249.6,6177352.8,134748.8,471624.0,9.6,52428.8,12839.8,26.0,23.2,5.0,0.28
0.17,6.737,22.191,1143.808,59.066,1.9,82.975,4.4,0.0,803826.4,6512724.8,134767.2,473423.2,4.8,66.4,12963.2,48.8,21.6,2.2,0.14
0.79,4.865,14.977,47206.4,227.656,1.15,281.641,7.6,0.2,803724.0,1704400.8,134788.0,470368.8,6.4,0.0,12563.6,40.4,2.4,0.4,0.28
0.81,4.948,16.307,37780.48,221.182,1.21,275.443,10.2,0.2,814636.0,1756600.8,95762.4,380712.8,13.6,0.0,11384.2,40.2,2.6,0.4,0.29
0.83,4.846,13.28,27492.352,213.887,1.19,271.563,9.6,0.0,814380.0,3779035.2,120860.0,386341.6,12.8,0.0,11378.0,39.2,1.6,0.2,0.2
0.79,4.635,15.898,32057.344,194.466,1.24,243.976,8.4,0.4,814124.0,3131576.0,129822.4,387311.2,3.2,0.0,11305.4,42.6,2.0,0.4,0.29
0.86,5.327,19.147,30875.648,239.34,1.17,303.794,6.4,0.8,813868.0,3858739.2,133004.0,392710.4,6.4,0.0,12037.4,38.6,3.2,0.4,0.39
0.84,5.417,12.815,30019.584,231.023,1.17,288.581,7.8,0.0,813612.0,4451861.6,134321.6,388618.4,3.2,0.0,12126.6,40.6,2.6,0.4,0.38
0.84,5.404,13.318,29786.112,224.338,1.27,281.816,7.6,0.0,813356.0,5264508.0,134775.2,394064.0,11.2,0.0,13015.2,43.6,2.4,0.0,0.14
0.84,4.39,18.519,22591.488,197.235,1.24,247.287,9.2,0.6,813100.0,4883472.0,134932.0,396082.4,4.0,0.0,10608.4,41.0,2.0,0.2,0.31
0.84,5.265,15.52,28484.608,216.594,1.28,281.966,8.2,0.2,813100.0,5667496.8,135015.2,393168.0,18.4,0.0,12079.8,41.0,1.8,0.2,0.49
0.98,5.271,14.562,22189.056,216.986,1.29,390.974,9.2,0.2,812588.0,5146261.6,135075.2,411826.4,5.6,0.0,12833.8,45.4,2.2,0.4,0.22
1.03,5.061,17.666,20969.472,218.95,1.16,382.665,7.6,0.2,812588.0,5566016.8,135095.2,411320.0,8.0,0.0,11499.4,48.6,2.4,0.4,0.42
1.12,5.484,17.274,12523.52,267.475,1.02,470.066,8.4,0.6,812588.0,5782743.2,135118.4,409382.4,4.0,0.0,12957.0,46.2,2.6,0.2,0.2
1.13,4.96,14.301,9835.52,234.799,1.01,437.782,10.4,0.2,812588.0,6120756.8,135137.6,409386.4,7.2,0.0,12186.2,51.2,2.0,0.2,0.46
0.65,5.381,15.867,1131.52,181.502,1.51,226.44,7.8,0.2,812351.2,6582952.8,135153.6,415140.8,15.2,21.6,12645.6,57.0,2.2,0.4,0.18
0.83,4.777,18.817,33635.328,217.703,1.16,274.583,9.2,0.2,810888.0,2716339.2,135160.0,412786.4,609.6,0.0,10867.0,40.6,4.0,0.2,0.34
0.85,5.206,21.722,37010.432,254.95,1.04,322.034,8.8,0.4,808092.0,2307199.2,135160.0,409002.4,1.6,0.0,12542.4,36.6,3.6,0.6,0.3
0.83,4.668,23.148,31313.92,211.564,1.19,269.492,7.4,0.4,808092.0,2047628.0,135160.0,413011.2,1.6,0.0,10968.2,39.4,3.6,0.2,0.14
0.73,4.798,19.442,36810.752,198.542,1.38,251.394,10.6,0.0,807016.8,2803333.6,135168.0,452856.0,771.2,0.0,11680.6,36.4,3.4,0.2,0.49
0.84,5.181,16.061,38096.896,233.906,1.16,291.784,8.0,0.2,806556.0,4389912.0,135180.8,449126.4,8.8,0.0,11793.4,39.0,4.0,0.4,0.25
0.82,4.996,22.242,35927.04,214.026,1.15,270.366,8.0,0.4,806556.0,4624960.8,135184.0,459640.8,11.2,0.0,11526.0,37.2,4.0,0.2,0.2
0.82,5.051,17.652,36379.648,217.557,1.21,272.888,6.6,0.2,806300.0,4932224.0,135349.6,453053.6,3.2,0.0,11650.8,42.6,3.6,0.6,0.24
0.83,4.768,22.483,33766.4,212.622,1.21,263.495,8.6,0.0,806300.0,5130096.8,135464.0,457256.0,4.8,0.0,11063.8,42.2,4.4,0.6,0.38
0.92,4.961,20.575,28701.696,207.587,1.26,347.152,8.2,0.2,806300.0,4983301.6,135468.0,457252.0,6.4,0.0,11628.0,43.8,3.6,0.4,0.35
0.98,4.918,22.97,20876.288,193.908,1.36,404.274,9.6,0.2,806044.0,4822136.8,135472.0,455666.4,17.6,0.0,12461.4,50.2,3.8,0.4,0.14
1.0,3.825,26.716,9762.816,231.272,1.22,358.401,6.8,0.6,1177559.2,5276936.0,135611.2,460490.4,36.8,96460.0,11329.0,41.6,3.4,1.0,0.22
1.03,4.19,24.276,12646.4,225.373,1.15,369.739,8.0,0.2,1058011.2,5710904.8,135616.8,458615.2,4.0,56780.0,10606.2,45.4,3.2,1.0,0.54
1.2,5.149,22.884,15802.368,273.326,0.91,496.21,8.4,0.4,800660.0,6064651.2,135620.0,463786.4,0.0,0.0,11334.6,54.0,5.0,1.0,0.27
0.61,5.718,20.568,1072.128,180.068,1.5,226.314,8.6,0.0,800974.4,6518308.0,135632.8,460201.6,4.8,38.4,13093.2,56.8,4.2,0.6,0.17
0.73,3.903,28.707,44228.608,177.813,1.19,221.051,8.2,0.4,801360.8,1473682.4,133538.4,454038.4,7.2,888.0,9371.6,34.0,4.8,1.0,0.27
0.78,4.792,14.282,49292.288,200.429,1.19,252.425,6.4,1.0,830193.6,2421292.8,53177.6,406107.2,383.2,0.0,11691.4,33.0,6.2,1.4,0.41
0.84,4.602,19.026,33255.424,221.392,1.07,283.175,5.2,0.0,829528.0,2647339.2,101366.4,410165.6,86.4,0.0,10718.8,33.8,6.8,0.8,0.31
0.82,5.023,22.317,36609.024,209.918,1.31,265.651,6.8,0.4,827992.0,3956752.8,120010.4,420392.0,29.6,0.0,11503.8,37.6,6.6,1.4,0.34
0.81,4.632,19.357,37744.64,203.206,1.16,251.01,7.2,0.4,826712.0,4310448.0,128188.0,464984.8,90.4,0.0,10468.2,37.2,6.8,1.0,0.4
0.88,4.888,24.39,25982.976,216.08,1.12,280.7,6.6,0.4,825944.0,3804801.6,133046.4,462990.4,48.8,0.0,10806.4,35.4,6.2,0.6,0.25
0.82,4.71,26.783,30747.648,183.751,1.23,232.12,7.4,0.2,817595.2,5407990.4,134623.2,464135.2,15.2,0.0,10789.2,39.2,6.8,1.2,0.37
0.83,5.021,26.753,38610.944,188.529,1.31,271.011,8.0,1.0,817141.6,4782458.4,135244.8,472420.8,26.4,0.0,10584.4,40.4,5.6,1.0,0.57
1.03,5.089,28.233,26910.72,189.999,1.31,429.994,7.0,0.0,816924.0,4651046.4,135572.8,483239.2,10.4,0.0,11756.8,44.4,5.6,1.0,0.19
1.04,5.273,26.973,25269.248,194.965,1.21,396.981,7.4,0.4,816668.0,5170928.8,135713.6,478606.4,3.2,0.0,11936.4,44.6,7.4,1.0,0.32
1.15,5.178,25.608,21107.712,236.055,0.99,435.655,8.2,0.2,815914.4,5536572.8,135763.2,477614.4,7.2,0.0,11195.2,45.6,6.4,1.4,0.33
1.27,5.492,20.193,9434.112,279.198,0.8,554.693,7.6,0.0,815648.8,5635236.0,135796.0,481244.0,6.4,0.0,12659.2,50.6,7.0,1.2,0.27
1.19,4.453,29.155,12521.472,277.616,0.91,461.479,6.8,0.6,892387.2,6081965.6,135826.4,482592.0,7.2,44735.2,11277.6,45.8,5.6,1.6,0.19
