ipc,context_switches(K/s),cpu_migrations(/s),page_faults(/s),branches(M/s),branch_misses(%),L1_dcache_loads(M/sec),r_procs,b_procs,swap(KB),free(KB),buffers(KB),cached(KB),swap_in(KB/s),swap_out(KB/s),interrupts(/s),user_time(%),idle_time(%),iowait_time(%),avg-latency(ms)
0.6,6.081,24.315,970.941,161.702,1.6,208.197,7.6,0.0,816319.2,6508698.4,135842.4,487923.2,3.2,44.8,13476.4,55.4,11.4,1.6,0.36
0.79,4.522,30.977,33796.096,220.442,1.49,277.621,8.0,0.0,821529.6,499914.4,79753.6,319656.8,27.2,2034.4,11105.0,29.6,8.4,1.4,0.39
0.8,4.753,26.298,41359.36,190.677,1.08,239.961,7.0,0.4,825684.8,3560492.0,77942.4,423916.8,18.4,0.0,10409.0,28.0,11.0,1.8,0.33
0.79,4.613,27.62,40187.904,188.47,1.34,239.822,3.8,0.2,825568.8,4114760.0,111391.2,444312.8,24.0,0.0,9800.0,28.4,10.2,1.8,0.21
0.81,5.397,22.779,49670.144,215.997,0.98,269.624,6.2,0.4,825268.8,4545104.8,125398.4,443272.0,8.8,0.0,11245.4,35.0,9.6,1.6,0.3
0.8,5.336,21.464,46051.328,206.261,1.05,259.179,7.2,0.2,824956.0,4762153.6,131019.2,447822.4,8.8,0.0,11879.0,34.2,10.8,1.6,0.36
0.79,5.658,18.571,45173.76,180.305,1.16,254.968,6.8,0.2,824596.0,4511340.0,132946.4,462058.4,15.2,0.0,12516.0,34.4,11.2,1.4,0.46
0.98,5.448,18.181,37553.152,163.165,1.24,403.974,5.0,0.2,824463.2,4250804.0,134001.6,460804.8,12.8,0.0,12128.6,37.2,10.8,1.4,0.22
1.03,5.243,32.521,31985.664,143.667,1.32,416.102,6.6,0.0,824108.0,4431153.6,134294.4,459532.8,28.0,0.0,11266.8,38.6,9.4,1.2,0.72
1.03,4.03,45.023,10697.728,145.166,1.54,382.954,7.2,0.0,927830.4,4057458.4,134556.8,462996.0,4.8,58867.2,11619.0,40.4,8.0,2.6,0.19
1.14,5.02,18.337,28973.056,221.85,1.01,415.616,5.8,0.2,823290.4,5204136.0,134606.4,474039.2,631.2,0.0,11234.0,40.2,12.0,1.6,0.31
0.84,2.568,31.882,10016.768,128.241,1.48,221.461,8.6,0.4,1054491.2,5119977.6,134620.0,468308.8,53.6,70955.2,7105.4,34.4,6.8,2.8,0.56
1.15,3.894,25.349,5659.648,200.814,1.06,410.482,6.2,0.4,929894.4,5478087.2,134628.8,494408.8,5.6,60653.6,10479.0,39.4,10.0,2.4,0.41
1.17,4.503,20.834,14422.016,216.812,1.0,414.059,6.0,0.2,866178.4,6037287.2,134640.0,498084.8,8.8,24303.2,10082.6,40.2,10.6,1.0,0.23
0.47,4.268,13.545,1185.792,99.2,1.75,127.124,7.4,0.4,818628.0,6483180.0,134667.2,501035.2,53.6,25.6,9365.4,47.2,9.6,1.2,1.33
0.54,2.289,26.393,39430.144,99.857,1.23,119.474,5.8,0.6,818628.0,1673664.8,134679.2,507385.6,2.4,0.0,5604.0,17.4,13.0,2.4,1.46
0.64,3.189,28.078,32032.768,123.9,1.22,157.838,4.8,0.6,857342.4,1684451.2,119942.4,448860.8,70.4,24794.4,9161.0,17.6,14.4,3.6,0.45
0.71,4.544,11.523,46244.864,157.021,0.93,195.778,5.6,0.2,820446.4,3839584.8,125950.4,442264.0,11.2,0.0,9537.6,22.8,16.8,2.6,0.38
0.73,5.707,9.53,57226.24,177.407,0.87,228.444,5.0,0.2,820172.0,3529951.2,130380.8,448064.0,8.0,0.0,11840.0,22.6,18.8,3.0,0.29
0.68,5.508,12.402,46896.128,139.835,1.06,174.519,4.6,0.0,820116.8,4519108.0,133114.4,450718.4,3.2,0.0,11779.6,25.0,15.6,2.8,0.64
0.72,5.028,10.727,46005.248,141.833,1.06,197.293,3.2,0.2,819834.4,5011282.4,134112.0,448713.6,13.6,0.0,11030.4,24.0,17.8,2.4,0.19
1.05,2.978,42.133,264.911,145.39,1.13,329.651,5.6,0.4,1032788.0,2940152.8,134548.8,446488.0,8.8,92062.4,9189.0,25.8,14.0,4.8,0.82
1.1,5.472,25.977,24329.216,160.325,1.09,435.607,5.2,0.2,827789.6,4019388.0,134739.2,453572.0,7.2,8643.2,12697.6,33.2,17.8,3.2,0.2
0.87,3.006,45.762,5567.488,117.609,1.5,251.77,5.8,1.0,1216769.6,4006549.6,134869.6,446969.6,27.2,107444.0,9792.0,26.2,13.2,5.4,0.72
1.05,4.728,13.151,32445.44,144.211,0.91,325.611,5.2,0.2,816884.0,4953289.6,134900.8,445746.4,1.6,0.0,9853.0,33.2,19.8,2.4,0.32
0.95,3.532,14.885,23532.544,105.267,1.14,246.026,5.4,0.0,816884.0,5772389.6,134948.0,445051.2,6.4,0.0,7254.4,31.2,15.0,2.0,4.03
1.31,4.475,14.42,11767.808,217.714,0.72,453.683,5.8,0.6,996218.4,5628868.8,134976.0,447386.4,6.4,55128.8,10967.0,31.0,17.2,2.4,0.36
1.4,5.129,15.722,15527.936,266.806,0.48,431.28,6.0,0.0,815863.2,6209781.6,135005.6,451026.4,6.4,0.0,11011.2,36.2,16.2,1.8,0.44
0.3,5.908,10.575,853.763,75.654,1.72,100.05,6.2,0.0,816140.0,6557272.8,135036.0,455796.0,4.0,56.0,12742.8,45.8,19.4,2.2,0.12
0.48,3.299,14.655,52683.776,83.085,1.12,102.919,7.8,0.6,816140.0,5472889.6,135048.0,422164.8,4.0,0.0,6417.0,13.0,15.6,3.4,4.61
0.66,5.175,9.106,56605.696,144.295,0.87,182.696,4.4,0.2,815986.4,3077620.0,135343.2,450884.0,12.8,0.0,10034.4,14.4,20.8,3.0,0.33
0.73,6.446,6.181,60533.76,125.262,0.94,252.055,5.6,0.0,815884.0,3450920.0,135347.2,451740.0,1.6,0.0,13975.4,20.0,20.6,3.6,0.15
0.6,5.389,13.701,39117.824,134.187,1.22,179.047,4.0,0.0,813324.0,4127269.6,135390.4,482428.8,3596.0,0.0,12467.8,18.8,15.2,3.6,0.57
0.82,3.861,33.183,23308.288,113.859,1.33,285.345,3.4,0.2,1173343.2,2445287.2,135403.2,483694.4,8.0,115904.8,12116.2,13.4,19.6,6.4,0.16
0.96,6.747,6.079,43907.072,99.983,1.06,388.049,4.0,0.2,778536.8,4039994.4,135415.2,484428.0,14.4,0.0,13488.0,21.8,23.4,3.6,0.17
0.97,2.906,22.635,16748.544,114.603,1.04,290.936,3.0,0.8,1412593.6,3308254.4,135420.8,482347.2,0.0,123060.8,9319.2,15.6,20.2,6.2,0.4
1.12,5.43,5.659,32888.832,119.484,0.94,384.479,5.0,0.2,777841.6,4003998.4,135436.0,480756.0,2.4,0.0,11944.8,30.6,23.6,4.2,0.29
1.1,5.604,14.605,35368.96,151.305,0.84,368.017,6.2,0.2,777748.0,4876692.8,135462.4,487462.4,3.2,0.0,11448.8,29.6,20.8,2.8,0.39
1.52,6.151,4.039,24449.024,237.308,0.48,592.146,4.4,0.6,777708.8,4806212.0,135476.0,490232.0,3.2,0.0,13177.2,31.8,23.8,4.2,0.34
1.61,6.403,15.361,17687.552,279.844,0.39,713.758,4.6,0.4,777556.0,5197409.6,135485.6,484316.8,1.6,0.0,13534.4,35.8,18.2,3.2,0.41
1.51,5.854,16.961,25443.328,269.254,0.45,634.781,4.0,0.2,882536.8,5644645.6,135500.0,482262.4,1.6,21528.8,12314.4,32.6,20.2,3.8,0.28
1.32,4.903,22.275,25914.368,308.027,0.41,330.304,5.8,0.4,861767.2,6012700.0,135508.0,483828.8,0.8,51500.0,12465.6,25.4,21.0,5.0,0.23
0.17,7.237,5.453,1116.16,57.545,1.94,81.373,5.6,0.0,778347.2,6454196.8,135516.0,492530.4,4.0,54.4,15688.2,46.2,22.2,4.0,0.16
0.82,5.266,15.844,30072.832,225.65,1.18,276.833,8.2,0.6,778552.0,2319352.8,135532.0,486405.6,1.6,0.0,12584.2,43.4,3.2,0.4,0.27
0.8,4.864,15.889,41584.64,230.422,1.18,287.759,7.6,0.2,778552.0,1699752.8,135536.0,487063.2,4.8,0.0,12347.2,41.2,2.0,0.0,0.31
0.84,5.268,13.78,32715.776,234.14,1.16,296.925,7.4,0.0,776996.8,1728187.2,135560.0,484206.4,4.0,0.0,12220.8,44.8,2.4,0.6,0.16
0.85,5.53,10.694,35840.0,240.386,1.17,304.384,7.4,0.6,776968.0,3309675.2,135576.0,480939.2,0.8,0.0,12822.8,40.2,2.0,0.0,0.28
0.84,5.017,14.404,29431.808,225.132,1.17,279.235,7.6,0.2,776930.4,3848910.4,135589.6,480397.6,1.6,0.0,12022.8,42.4,2.0,0.2,0.22
0.84,4.539,17.322,26302.464,204.738,1.21,260.113,8.6,0.4,776768.0,3737046.4,135631.2,480966.4,5.6,0.0,10833.0,41.8,2.4,1.0,0.24
0.9,5.249,11.739,17179.648,230.609,1.19,321.951,6.6,0.8,776607.2,4436551.2,135932.0,486796.0,0.8,0.0,12626.0,44.4,1.6,0.2,0.24
0.83,5.432,16.234,33282.048,231.192,1.24,285.137,8.4,0.4,776497.6,5183712.0,135947.2,484216.0,3.2,0.0,12474.2,41.0,2.6,0.4,0.33
0.81,4.635,17.008,27471.872,183.535,1.39,238.847,7.4,0.2,776271.2,5102733.6,135956.8,479483.2,0.8,0.0,12222.6,44.2,1.8,0.2,0.24
0.74,4.251,24.404,17605.632,184.343,1.71,238.47,6.8,0.4,868361.6,4940085.6,135980.8,488744.8,870.4,44899.2,12063.0,38.2,1.6,0.8,0.4
0.99,5.186,22.228,23948.288,234.664,1.35,402.503,9.8,0.2,761576.0,5534416.0,136428.0,508683.2,37.6,0.0,12437.2,48.2,1.4,0.0,0.26
1.14,5.448,12.691,13399.04,274.182,1.0,482.79,8.6,0.0,757480.0,5651076.0,136432.0,503593.6,46.4,0.0,12525.8,47.4,0.8,0.0,0.26
1.2,5.065,17.137,9629.696,288.044,0.97,515.191,8.0,0.6,757480.0,5915231.2,136446.4,503362.4,3.2,0.0,12138.8,54.2,1.6,0.2,0.26
0.67,5.369,15.063,1158.144,180.817,1.51,227.058,9.4,0.4,757377.6,6414354.4,136592.0,509667.2,12.8,31.2,13202.4,57.6,1.4,0.0,0.24
0.88,4.989,24.77,36987.904,249.41,1.1,313.229,8.2,0.0,757480.0,3213681.6,136592.0,513659.2,2.4,0.0,11602.8,41.6,4.4,0.8,0.21
0.87,4.855,24.274,43063.296,256.3,1.04,323.641,7.6,0.4,757787.2,1591112.0,137633.6,510133.6,3.2,584.8,11167.2,37.6,4.0,0.2,0.31
0.88,4.952,27.182,40883.2,253.468,1.08,321.632,6.4,0.4,760040.0,3244752.0,137255.2,491371.2,4.8,0.0,11168.0,42.4,3.8,1.0,0.19
0.83,4.985,23.356,31043.584,212.602,1.16,267.409,8.6,0.0,760040.0,3365363.2,137572.0,495718.4,1.6,0.0,10890.2,40.4,3.8,0.2,0.3
0.83,5.034,21.11,37068.8,217.675,1.17,271.895,8.0,0.0,759784.0,3993146.4,137755.2,492524.0,0.0,0.0,11367.4,38.8,4.0,0.2,0.27
0.83,4.749,22.848,31558.656,211.019,1.16,261.527,10.0,0.2,759272.0,4671560.0,137845.6,497036.8,0.8,0.0,10741.2,40.4,3.4,0.2,0.36
0.93,5.114,19.154,18781.184,226.932,1.13,337.284,7.6,0.4,759272.0,4161296.0,137899.2,493765.6,2.4,0.0,12331.4,43.2,3.2,0.2,0.31
0.85,5.071,24.464,34582.528,201.475,1.29,276.383,7.6,0.6,759272.0,5026452.0,137932.0,494191.2,6.4,0.0,11249.8,40.2,4.2,0.4,0.49
0.96,5.256,22.189,26797.056,190.011,1.36,371.614,8.4,0.2,759272.0,4637741.6,137941.6,493481.6,3.2,0.0,12342.8,45.0,4.8,0.4,0.25
0.99,4.975,16.927,24025.088,200.982,1.27,399.128,9.8,0.0,758504.0,5059580.0,137946.4,500942.4,4.8,0.0,12072.6,45.2,3.0,0.4,0.12
1.05,4.614,20.433,17200.128,200.579,1.16,356.475,7.2,0.0,758504.0,5467918.4,137955.2,499121.6,2.4,0.0,11252.4,46.6,4.0,0.8,0.29
1.29,5.105,19.938,12285.952,300.642,0.85,574.15,7.8,0.4,758248.0,5634118.4,137960.0,497646.4,20.0,0.0,11650.8,48.0,4.6,0.6,0.28
1.21,5.022,18.942,17372.16,305.781,0.82,487.816,6.6,0.6,758248.0,6108114.4,137960.0,499968.0,2.4,0.0,12061.0,47.2,3.6,0.6,0.23
0.64,5.598,21.644,1093.632,187.334,1.47,232.577,6.4,0.4,758504.0,6417801.6,137960.0,496894.4,3.2,39.2,13462.4,56.8,4.4,0.8,0.15
0.74,3.403,34.664,37941.248,198.295,1.26,247.563,10.2,1.2,828070.4,705125.6,135143.2,475720.8,8.0,43195.2,11129.8,28.0,4.6,1.6,0.12
0.85,4.855,26.39,39116.8,217.659,1.09,276.017,6.2,0.0,797992.0,2297894.4,122617.6,429224.8,3.2,0.0,10248.6,37.6,5.0,0.6,0.15
0.81,5.375,24.599,46871.552,215.259,1.12,271.191,7.2,0.4,797582.4,2757684.8,130970.4,428244.8,2.4,0.0,12538.8,38.0,6.0,1.0,0.28
0.84,5.393,27.892,44606.464,232.134,1.12,290.874,8.0,0.4,797608.0,4116982.4,134499.2,426008.0,11.2,0.0,11855.2,36.8,5.4,0.6,0.23
0.85,5.182,27.378,34973.696,215.854,1.13,272.555,7.0,0.4,797096.0,4877449.6,136171.2,433928.8,8.8,0.0,11652.6,40.0,6.6,0.6,0.27
0.84,5.05,33.45,39187.456,210.573,1.18,264.388,7.4,0.6,796840.0,4946988.0,136837.6,433070.4,36.0,0.0,10408.2,38.8,7.2,0.8,0.28
0.85,5.367,32.039,39264.256,207.408,1.22,286.148,5.8,0.0,795046.4,4856428.0,137102.4,438639.2,14.4,0.0,11676.0,39.8,6.4,1.0,0.43
0.95,5.03,32.193,33293.312,183.515,1.29,356.152,6.8,0.0,792900.0,4616700.0,137202.4,429122.4,0.8,0.0,11610.8,44.2,7.4,0.8,0.31
1.03,4.913,32.632,25677.824,194.08,1.23,420.735,6.0,0.0,792826.4,4674392.0,137243.2,430788.8,2.4,0.0,10974.6,44.2,6.6,1.0,0.4
1.1,5.224,31.476,26480.64,223.965,1.06,425.371,6.0,0.8,792770.4,5053092.8,137276.0,433300.8,4.0,0.0,11522.6,46.0,6.2,0.6,0.23
1.12,4.877,31.101,20207.616,227.402,1.04,404.011,7.4,1.2,791664.0,5424104.0,137284.0,436499.2,1057.6,0.0,11025.0,45.8,5.8,0.6,0.38
1.4,4.902,28.867,9718.784,303.314,0.75,624.896,6.0,0.6,791236.0,5540481.6,137295.2,439060.8,5.6,0.0,11387.0,53.8,7.0,1.0,0.23
1.25,5.271,21.725,19423.232,329.359,0.7,421.3,7.4,0.4,791172.0,6083624.0,137300.0,434077.6,5.6,0.0,11720.4,45.4,6.8,0.6,0.27
0.57,5.983,20.821,896.641,156.947,1.6,202.16,7.0,0.4,792016.0,6498246.4,137310.4,438199.2,4.0,43.2,13479.2,57.2,6.6,0.6,0.22
0.83,5.079,26.149,35703.808,232.849,1.1,304.293,6.4,0.2,793173.6,1322732.8,83221.6,284813.6,8.0,490.4,11312.2,28.4,8.8,1.6,0.31
0.76,3.823,35.424,30945.28,173.785,1.2,224.907,4.8,0.4,824240.0,2004010.4,82749.6,375523.2,16.8,18812.8,10142.2,28.6,7.8,1.8,0.29
0.81,5.469,23.095,43028.48,206.391,1.04,262.169,7.6,0.0,786218.4,4329769.6,111156.8,386309.6,41.6,0.0,11633.4,34.2,11.8,1.4,0.47
0.79,5.832,28.829,47420.416,203.701,1.1,253.499,5.4,0.0,786154.4,4497297.6,127535.2,392222.4,8.8,0.0,12550.0,35.4,12.2,1.6,0.21
0.8,5.376,22.051,48571.392,197.636,1.04,250.922,4.4,0.8,785988.8,4280579.2,133760.0,403659.2,5.6,0.0,11639.6,34.4,11.8,1.4,0.27
0.79,5.222,27.478,42824.704,178.127,1.15,243.573,6.0,0.2,785856.0,4692748.8,136067.2,407247.2,2.4,0.0,11239.0,34.8,10.2,1.4,0.1
1.0,5.39,27.749,39493.632,167.231,1.21,410.718,6.8,0.2,785540.8,4166912.8,136907.2,405525.6,8.0,0.0,11844.2,37.2,11.8,1.4,0.18
1.03,5.041,29.683,31919.104,152.412,1.31,434.098,4.4,0.2,785336.0,4150871.2,137244.8,406860.8,25.6,0.0,11381.8,43.8,11.2,1.2,0.15
1.12,4.95,28.332,32505.856,194.902,1.24,428.526,7.8,0.6,785284.0,4800467.2,137389.6,403484.8,0.8,0.0,11058.6,41.4,12.8,1.8,0.21
1.15,5.443,29.848,28599.296,214.081,0.93,414.446,6.0,0.2,785027.2,5207229.6,137497.6,414125.6,4.0,0.0,11564.2,43.4,9.2,1.6,0.11
1.3,5.424,26.029,21597.184,266.504,0.78,546.997,6.4,0.4,784822.4,5482746.4,137578.4,411307.2,3.2,0.0,11722.0,44.6,9.6,1.2,0.26
1.5,5.796,25.857,10763.264,313.587,0.63,677.784,6.6,0.0,784679.2,5543437.6,137624.0,421309.6,9.6,0.0,12449.8,50.4,9.8,1.6,0.24
1.21,4.731,36.764,22052.864,315.685,0.7,368.907,6.2,0.8,858808.8,6118508.8,137648.0,422052.8,4.0,52428.8,11565.4,35.8,9.2,2.8,0.22
0.47,5.939,24.016,873.659,121.381,1.58,157.367,5.4,0.4,785459.2,6526414.4,137667.2,421377.6,4.0,40.0,13333.8,55.6,10.4,1.2,0.24
0.7,4.573,51.164,19138.56,171.567,1.12,225.773,5.2,1.4,987856.8,702457.6,124239.2,362688.0,13033.6,72957.6,15546.2,15.0,10.4,8.2,0.35
0.73,6.131,23.895,57669.632,179.683,0.94,227.754,6.2,0.6,795688.8,4007069.6,127705.6,367774.4,59.2,0.0,11898.6,24.0,16.2,1.8,0.28
0.71,6.43,15.107,60091.392,175.386,0.91,221.529,4.8,1.0,795484.0,4419884.8,134328.8,370924.8,15.2,0.0,13779.6,24.4,17.8,2.6,0.24
0.7,5.162,29.579,45413.376,144.3,1.04,183.119,6.0,0.2,795484.0,4647400.8,136293.6,363299.2,10.4,0.0,12151.4,25.8,16.6,2.0,0.28
0.69,3.304,59.052,27821.056,159.241,1.21,205.715,4.8,0.0,1161357.6,3001409.6,137126.4,363406.4,5.6,127270.4,11379.4,18.6,15.6,5.2,0.37
0.86,5.002,22.316,44854.272,130.152,1.09,290.583,5.0,0.0,792260.0,3828024.8,137607.2,385232.8,4.8,0.0,10862.6,29.0,17.0,2.0,0.15
1.09,6.46,16.237,38516.736,148.186,1.07,469.709,7.2,0.0,792128.0,3607760.0,137756.8,387380.8,9.6,0.0,13734.4,35.6,18.6,2.8,0.18
1.22,6.436,16.904,38874.112,204.437,0.78,470.805,3.6,0.4,791901.6,4389566.4,137849.6,387217.6,8.8,0.0,13866.0,34.0,18.8,2.8,0.28
1.08,4.803,44.926,21544.96,154.989,1.19,387.398,5.8,0.0,840499.2,4514800.8,137900.8,380990.4,4.8,36922.4,12163.6,30.8,17.8,4.2,0.2
1.53,5.991,15.069,25020.416,290.96,0.54,693.134,5.4,0.2,787640.0,4853004.0,137940.0,391731.2,7.2,0.0,12638.4,40.0,17.0,2.0,0.21
1.16,4.6,32.615,17654.784,209.369,0.78,411.751,4.0,0.2,1251119.2,5240076.0,137940.0,382701.6,6.4,93206.4,10999.0,27.4,13.8,4.2,0.48
1.45,5.483,20.189,14720.0,269.818,0.63,583.326,3.6,0.0,955589.6,5540328.8,137956.8,385265.6,2.4,63592.0,12780.0,35.2,17.8,3.2,0.24
1.45,6.001,13.444,34538.496,393.677,0.37,448.5,5.0,0.2,787016.0,6125380.0,137961.6,386225.6,4.0,0.0,12849.2,34.2,21.4,2.8,0.28
0.32,6.803,16.699,1091.584,97.29,1.63,126.537,4.0,0.2,787219.2,6507914.4,137971.2,385536.8,40.0,73.6,13745.4,46.2,20.2,1.2,0.2
0.62,5.162,35.109,21172.224,153.073,1.08,199.875,4.2,0.6,1048162.4,1281677.6,120073.6,340119.2,15327.2,69882.4,17049.6,6.8,11.6,8.2,0.61
0.65,5.57,17.154,62228.48,156.973,0.84,199.094,4.6,0.0,790252.0,3880700.0,125854.4,348268.0,41.6,0.0,14018.4,17.0,16.4,1.4,0.22
0.73,6.2,13.805,62672.896,151.03,0.84,253.045,5.4,0.2,789996.0,4185908.0,130942.4,350596.8,6.4,0.0,11968.6,21.4,19.8,2.4,0.28
0.92,6.643,9.768,57071.616,118.609,1.06,394.001,4.8,0.0,788755.2,3224395.2,132860.8,351476.8,46.4,0.0,14448.4,23.6,22.4,3.8,0.14
0.85,3.863,36.466,25831.424,147.614,1.06,309.239,4.8,0.2,1267109.6,2874070.4,133458.4,349901.6,11.2,140565.6,11684.2,12.6,16.8,6.2,0.32
1.09,6.372,8.1,45306.88,127.634,0.94,481.412,4.8,0.2,788300.0,3278769.6,133988.0,350335.2,10.4,0.0,13018.6,31.0,22.8,3.8,0.17
0.96,3.758,42.596,14536.704,141.077,1.06,320.69,3.2,0.4,1453929.6,3295078.4,134394.4,356735.2,6.4,158532.0,10807.4,13.8,23.4,6.0,0.36
0.92,3.385,43.309,16626.688,139.344,1.05,300.916,7.6,0.2,1333683.2,3716290.4,134460.8,352152.8,8.0,137269.6,9846.4,17.0,21.6,5.4,0.23
1.23,5.939,10.57,33415.168,185.263,0.63,421.632,3.4,0.4,787692.8,4919322.4,134511.2,360739.2,3.2,0.0,12834.2,29.0,18.8,3.4,0.33
1.46,5.731,12.691,27806.72,238.776,0.47,577.661,3.0,0.6,787396.8,5008500.8,134540.8,356461.6,12.8,0.0,11344.6,31.4,19.2,2.8,0.29
0.91,3.995,61.982,9457.664,150.582,1.09,274.53,4.6,0.8,1074772.0,5204121.6,134573.6,353356.8,3.2,115852.0,11472.6,18.6,20.4,7.4,0.37
1.57,6.106,7.575,24005.632,277.938,0.42,687.398,4.2,0.0,788316.0,5795587.2,134598.4,356224.8,5.6,16110.4,13215.6,34.0,21.0,4.4,0.29
1.39,5.103,41.465,30986.24,331.904,0.41,377.374,5.4,0.4,855889.6,6136989.6,134615.2,351204.0,4.0,52428.8,12000.4,24.0,20.4,4.2,0.13
0.17,7.116,6.03,799.176,56.048,1.81,78.999,4.4,0.2,787424.8,6544316.8,134620.8,356322.4,12.0,68.0,14766.2,51.2,23.0,4.4,0.25
0.82,4.626,19.437,41265.152,245.039,1.13,301.439,7.2,0.4,790150.4,1115683.2,118773.6,318363.2,35.2,2890.4,11854.2,39.6,1.6,0.0,0.08
0.83,4.728,23.18,40079.36,225.033,1.45,280.121,8.2,1.0,824076.0,2122123.2,61959.2,410440.8,446.4,0.0,11332.6,39.2,1.4,0.4,0.4
0.84,5.02,17.358,35074.048,224.958,1.19,282.405,8.8,0.0,823052.0,2352376.0,105336.0,439328.0,56.8,0.0,11749.8,40.6,1.2,0.0,0.27
0.86,5.037,17.324,37305.344,235.162,1.31,297.966,8.8,0.2,822028.0,2948437.6,122759.2,445605.6,41.6,0.0,11944.0,41.8,1.0,0.0,0.34
0.88,5.219,18.436,30400.512,242.525,1.21,300.657,8.6,0.4,819980.0,4951392.8,129417.6,450078.4,644.8,0.0,11990.6,41.4,2.6,0.4,0.26
0.85,4.398,14.562,27031.552,204.794,1.22,257.006,11.6,1.0,816136.0,4346792.0,132394.4,449104.0,38.4,0.0,10105.8,44.6,1.4,0.6,0.32
0.88,5.486,17.026,31528.96,239.301,1.21,300.318,8.8,0.2,815982.4,4989467.2,133685.6,457042.4,14.4,0.0,13043.0,44.4,2.4,0.4,0.26
0.85,5.334,16.394,32019.456,223.341,1.27,283.178,8.4,0.2,815624.0,5323332.8,134222.4,453581.6,77.6,0.0,12796.2,43.4,1.6,0.0,0.27
0.93,5.402,19.447,28992.512,219.713,1.32,362.857,7.6,0.2,815419.2,4899775.2,134398.4,460191.2,12.0,0.0,12941.8,45.0,1.8,0.0,0.2
0.99,5.248,16.854,22520.832,203.375,1.37,404.843,8.0,0.2,815112.0,5066239.2,134485.6,456865.6,16.8,0.0,12401.2,46.4,2.0,0.0,0.29
1.04,5.373,16.735,23452.672,242.364,1.16,405.911,8.4,0.2,813119.2,5472380.0,134508.0,459151.2,8.0,0.0,12990.4,47.4,0.8,0.0,0.17
1.21,5.084,15.156,12166.144,283.977,0.92,525.646,8.2,0.2,812812.0,5603892.0,134559.2,464887.2,51.2,0.0,12814.2,51.0,1.2,0.2,0.3
1.21,4.589,17.302,10180.608,264.843,0.95,486.703,9.2,0.2,812812.0,6007569.6,134584.0,459052.8,62.4,0.0,10878.4,53.6,1.8,0.0,1.0
0.63,4.649,21.212,1385.472,149.03,1.68,189.474,9.4,0.2,812575.2,6490807.2,134605.6,471506.4,232.0,31.2,11171.0,53.8,1.8,0.0,0.61
0.8,4.712,24.77,49902.592,235.552,1.13,292.188,7.8,0.4,816691.2,1448666.4,124924.0,445476.8,40.0,4512.8,11418.6,35.4,3.8,0.6,0.38
0.85,4.842,23.536,35737.6,229.115,1.15,283.224,7.8,0.0,847488.0,3353533.6,64896.8,435988.8,16.0,0.0,10658.2,41.6,4.2,0.6,0.46
0.86,4.319,31.331,25252.864,227.708,1.2,289.024,8.4,1.0,900632.8,1825626.4,110868.8,459701.6,119.2,36965.6,11104.2,39.0,4.0,1.0,0.25
0.84,4.995,22.939,43783.168,240.601,1.14,298.204,7.2,0.4,840511.2,3867339.2,124761.6,471261.6,91.2,0.0,11699.4,41.8,3.6,0.2,0.26
0.89,5.566,20.029,24441.856,240.475,1.13,301.493,9.4,0.0,840209.6,3729262.4,131061.6,477512.0,54.4,0.0,12390.4,39.4,4.8,0.6,0.12
0.8,5.026,18.418,36129.792,205.57,1.28,252.897,7.4,0.4,839773.6,4813275.2,133427.2,471170.4,796.8,0.0,11957.4,41.4,4.0,0.8,0.3
0.85,5.258,19.968,36759.552,233.037,1.19,288.869,7.4,0.2,838671.2,5255780.0,134077.6,488701.6,12.8,0.0,12067.2,42.0,5.8,1.0,0.53
0.8,4.953,17.479,33561.6,195.421,1.36,241.725,7.2,0.4,835103.2,5149432.8,134357.6,505199.2,1022.4,0.0,12128.6,41.0,3.0,0.4,0.27
1.0,5.337,17.733,28441.6,206.319,1.3,418.539,7.4,0.6,814132.8,4737048.8,134448.0,509080.0,702.4,0.0,12264.6,46.2,5.2,0.8,0.23
0.93,3.534,28.885,10247.168,206.372,1.34,336.697,6.0,0.2,1201576.0,4572832.0,134508.8,514723.2,15.2,96852.8,10726.0,44.4,2.8,1.0,0.48
1.1,5.25,23.466,25894.912,255.416,1.01,433.8,6.8,0.6,811079.2,5433813.6,134536.8,510523.2,12.0,0.0,12054.8,49.4,4.6,1.0,0.32
1.24,5.076,22.228,11315.2,295.303,0.84,539.949,7.0,0.0,811028.0,5599756.0,134551.2,514072.0,6.4,0.0,11691.6,53.6,3.8,0.4,0.23
1.16,5.321,19.856,17682.432,293.928,0.83,440.672,7.8,0.4,811028.0,6102379.2,134563.2,515604.0,20.0,0.0,11783.4,51.4,3.4,0.6,0.53
0.64,5.182,20.824,875.714,176.099,1.47,218.343,7.8,0.2,810516.0,6449982.4,134580.8,512651.2,16.0,40.0,11896.4,55.6,3.4,0.4,0.27
0.72,3.621,33.535,37747.712,183.84,1.26,229.151,8.4,0.4,874786.4,737851.2,132032.0,493779.2,276.0,41154.4,11483.6,31.4,4.2,2.0,0.2
0.81,5.439,28.722,43707.392,223.108,1.06,280.28,8.8,0.0,812480.0,3340245.6,118900.0,436796.0,66.4,0.0,11925.8,34.4,5.2,0.4,0.47
0.83,5.241,29.998,42711.04,222.568,1.11,281.041,5.2,0.6,812224.0,3625785.6,128842.4,440856.0,21.6,0.0,11754.6,34.8,7.6,0.8,0.25
