ipc,context_switches(K/sec),cpu_migrations(/sec),page_faults(/sec),branches(M/sec),branch_misses(%),L1_dcache_loads(M/sec),L1_dcache_load_misses(%)
0.59,7.096,16.998,48973.824,184.295,2.08,243.598,14.57
0.62,7.441,16.432,40060.928,156.847,2.56,266.688,11.82
0.55,5.494,18.098,34020.352,122.917,2.43,205.835,11.95
0.81,7.275,13.389,33813.504,155.786,2.49,397.814,7.67
0.86,8.426,14.031,27455.488,173.045,2.59,448.986,7.16
0.85,5.916,17.070,14755.84,242.465,1.64,407.263,6.76
0.98,7.453,16.219,16248.832,222.206,1.97,463.835,6.26
0.85,5.923,26.894,16792.576,181.617,2.12,387.014,6.57
0.87,6.752,16.687,19550.208,190.023,1.99,365.774,7.40
1.12,7.723,18.354,9539.584,274.042,1.49,570.001,4.94
1.07,7.211,19.029,14969.856,272.960,1.40,537.5,5.18
1.07,7.168,27.752,10308.608,291.641,1.62,559.503,5.35
1.14,7.864,16.525,15232.0,289.259,1.43,594.137,5.19
1.06,8.263,18.944,27086.848,362.671,1.21,401.363,8.02
0.93,7.929,18.189,22540.288,274.837,1.56,430.85,7.12
0.36,8.706,24.929,1318.912,139.380,3.47,195.774,12.79
0.55,8.062,36.647,59167.744,189.952,2.46,247.977,16.01
0.54,8.586,38.810,63970.304,195.177,2.45,255.53,16.40
0.48,7.917,50.135,30468.096,166.171,2.78,238.499,14.78
0.65,7.393,39.341,33022.976,208.975,1.96,276.419,13.81
0.55,8.383,22.566,60615.68,179.603,2.42,235.824,16.42
0.57,6.106,33.676,31379.456,198.297,1.93,258.498,12.17
0.58,8.387,44.317,56778.752,210.343,2.33,278.935,14.12
0.57,9.684,20.112,54181.888,202.941,2.41,273.195,14.53
0.57,8.925,28.095,54815.744,183.250,2.54,262.643,14.03
0.68,8.656,37.083,51403.776,165.126,2.64,353.943,10.16
0.70,9.012,39.664,49646.592,161.530,2.97,401.012,9.22
0.80,7.696,72.102,31590.4,238.837,1.97,487.052,6.79
0.87,9.098,32.672,40623.104,166.876,2.76,545.512,6.49
0.84,8.526,32.013,34667.52,149.949,2.78,472.122,6.64
0.89,8.361,30.432,33533.952,165.627,2.68,495.851,6.38
0.90,8.468,40.982,36668.416,190.117,2.48,505.486,6.63
0.93,8.035,38.612,36499.456,206.289,2.21,495.115,6.73
0.95,8.507,55.265,38666.24,242.815,2.08,510.162,6.92
0.99,7.886,46.891,36196.352,262.142,1.83,543.327,6.43
1.15,8.909,27.068,27728.896,286.685,1.54,658.994,4.98
1.15,8.455,39.230,23508.992,305.975,1.55,677.951,4.80
1.20,7.753,41.900,20600.832,311.316,1.31,666.382,4.53
1.39,7.848,37.866,11997.184,336.104,1.16,816.175,3.58
1.33,8.181,44.379,10934.272,332.303,1.30,795.915,3.74
1.16,7.866,48.105,17182.72,280.463,1.41,658.166,4.62
1.15,8.108,41.526,28439.552,396.967,1.18,538.752,6.12
1.09,7.460,52.846,28626.944,367.603,1.11,432.676,6.67
0.81,6.527,51.653,20381.696,219.678,1.87,369.367,7.11
0.25,8.337,16.728,1123.328,102.214,4.04,147.397,13.24
